customer_id,android_id,trans_time,advertising_id,advertising_id_id
4369522,5de5ef4eecf17a38,2020-09-04 10:10:39,2be593f8-ca79-4ccd-84ef-fa0d4784025d,0
4316582,a286d61dc7f9af36,2020-08-16 12:10:17,bbd89a24-9783-41bf-ad1e-2eb4b9122ce8,1
4156671,af0ea8e0e1d3572a,2020-07-18 12:55:04,0f409318-5597-4a72-af9a-815be8dfb6cd,2
4384691,2e95643fac726119,2020-09-17 05:01:30,b5e408e3-904d-4381-b419-412b9c302643,3
588378,205d074387ab374c,2020-08-14 08:20:09,1abe3869-8a81-4b7d-953a-0edc59b28cad,4
4337013,9ecfeca05070a2a1,2020-08-25 16:20:21,1d25f302-85df-4da1-acbb-20df2f30e127,5
4386685,86d915e0ef236f83,2020-09-15 13:05:37,6742cf07-9747-4fce-9e5f-9ae53eeaf003,6
4368397,1305624a094f76f6,2020-09-20 10:30:13,6b5fce71-3297-404d-b954-7d84f2ff8beb,7
4297014,23693591bdef6972,2020-09-03 09:30:08,e25e75b4-8cb7-4da4-8122-ab5e90067955,8
4341397,f4c06760df822b5e,2020-09-03 09:25:24,e33d3593-fee8-48d2-884b-de895409f74d,9
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,55395e29-91dd-4449-8bde-d2b4b6aaa53d,10
4268128,67ab553072b866d5,2020-07-21 11:35:31,e9fe4073-c1d5-4aae-bc0a-57e471019599,11
575689,e843177f9caf1cc9,2020-08-27 13:00:13,d46eeec0-e0c1-4fee-98cd-6129d7d4b28d,12
4400762,0a88f213f133e09d,2020-09-17 09:30:17,f04048cc-2760-426a-bede-5e8568eb0c3f,13
4401144,0f0f99602860b021,2020-09-21 20:05:02,d72795e6-3bc1-40e4-b6f6-55fade4a84e8,14
4395989,38298d22c0561ebf,2020-09-15 11:25:06,8e130afb-e1c5-4b05-8c2c-def00c89046d,15
4273449,f4fcc9de28187dd1,2020-09-15 14:40:02,2156b8a6-45be-488a-b2d2-99a4bc387e46,16
1859336,6f5e07ea5bcc7abb,2020-08-27 18:05:26,8a3d3070-c5e4-417b-8818-20a5bccbab59,17
4090987,6bc305618b9a52a2,2020-08-17 18:15:08,b125dda0-2e2d-4c47-8a4b-404330e0bd6c,18
4193195,cd58f8bde211babc,2020-08-18 17:05:30,72e0a5c5-24d4-49e5-8c02-83324cc1fe96,19
4353773,914ad0ed29970f6e,2020-08-28 18:40:07,ccf47bc2-4de8-4ae0-ba24-05f4cc6566a7,20
4325061,02155dea67726254,2020-09-06 08:45:07,5edc4a06-6827-4e2b-9d0f-debb492d4c93,21
4065243,cf208876a13f4b43,2020-09-15 15:20:23,875624b7-8d9e-48ad-9b0b-b78325639013,22
4392412,83bdb2c2ba78ec4c,2020-09-13 11:45:16,8a15f229-5530-46f1-847e-6e1c66442124,23
4329194,d09750ea2cd90c46,2020-08-24 17:00:18,ec78c0df-a1cf-4fc5-bdbb-868248c3fb41,24
4408779,2f55a6c2aab9d196,2020-09-21 15:50:16,5409e2f5-c9bb-4966-a015-6efab71d12a2,25
4253551,f1a4ae9710b6d395,2020-07-13 10:30:21,1caf3fa2-d9dc-4cc5-b8d5-a0b85cc844a7,26
4367058,59408d28eefd64a7,2020-09-11 15:10:23,6a5c5383-1482-4bc8-ae33-2f6616352ba3,27
4346417,762fd66e1be98f17,2020-09-02 10:15:53,122d59a8-2582-4b21-91c8-03893ffe9435,28
4322907,a60b399be3e566c8,2020-08-18 14:05:26,e85e7505-4544-4ff2-8ccf-706fbe1e2082,29
4101260,b963ce0b69432182,2020-07-01 13:45:11,7bf4acf3-ef85-4aea-ab70-a3d431eac0e2,30
4354369,ac47011632baa9d5,2020-08-28 16:50:11,87c3bb4e-ce34-44c4-8ff4-805b4d48ad27,31
4368575,b15dd2ac4775d2f3,2020-09-03 15:00:25,8da32feb-1981-4d8e-b77e-aa793f1df689,32
4284057,5670c6f6ebf3693b,2020-08-01 03:55:02,9ce36a9b-3b67-49a3-98c1-ff4bba7ddad5,33
4287937,589b4f7236969bcd,2020-08-12 09:35:12,6b5e1683-b025-434a-acae-26dee28e7d9f,34
4314047,bb470014a0b10e56,2020-08-15 14:05:12,5e3c5a3c-5694-45ed-9ac5-b63c3a42a3e9,35
4363996,c3fe9256ffd90f31,2020-09-07 13:25:13,d7b3fe8c-9efe-45da-9afb-d527330501f5,36
4353042,54aa8d6d5160fef5,2020-08-28 09:05:51,c80e5f57-df36-4a03-8fb3-23ca55a0d37e,37
4290797,d26b6d0b2f4b03de,2020-09-07 13:35:12,aace1a74-52f7-414d-9b75-c5b54a8c79b0,38
4353591,b26289a6bf9b3af6,2020-09-05 10:25:15,44a972a2-264d-4e54-b51c-b0ef92c255ea,39
4388316,a18afe07b7afbd57,2020-09-10 15:10:05,eb51950b-3b47-4445-bf7e-fb630cc75b39,40
4348222,7781325a60f6c684,2020-08-28 12:30:06,6a372cad-6c9d-4d77-a771-775230418969,41
4345664,1988ae51eb8564af,2020-08-25 18:40:08,0568b9bc-4f06-4d4d-9eb7-ef91b870dce1,42
4343722,dc9a2d8485802650,2020-09-01 10:30:08,182a3cc2-7e06-46fc-9daf-1d38b8fe30ce,43
4382604,d89d0162a0853188,2020-09-09 09:30:30,ed0033b8-8648-49ea-8bb9-869038e2cb44,44
4391245,14ebee02710efbd5,2020-09-12 16:45:16,4daa6099-9fe4-4f16-bc67-fc6e1d21b3dd,45
4388531,0fa6d401a322fa3a,2020-09-11 09:50:17,b70aa14e-b26c-4d6f-a74c-9a1b0f3a3c65,46
4313824,9772511d4f26072e,2020-08-15 13:05:23,5de16f37-d418-40e4-a4d1-c73b6235ab11,47
637529,f9d6843cc22cf93d,2020-09-07 05:01:25,26860dae-2932-41dc-9658-5b24fbcfd331,48
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,af64e11c-c69b-4208-9ce0-db059e4b6954,49
4269858,5fcaa0863d04bf06,2020-09-05 14:25:18,fb856a50-3671-4200-8d58-c8986cb4df25,50
4377827,1ef830f7543e5943,2020-09-06 20:30:10,a7e959c3-4137-464d-a59c-7814bf0260f2,51
4387560,0c0458324b5e89dc,2020-09-12 05:01:02,5ef72746-49a3-4659-a4b9-4df1d23e9e90,52
4342399,1fad4e7857d882de,2020-09-15 18:50:11,f099caeb-1811-416a-8bed-9be9f1aee91f,53
4367508,b1b698df0110826a,2020-09-06 14:55:02,bd155c43-6ab2-47d8-8325-9d07b44afc0a,54
4284646,84eb257d774d0154,2020-08-21 14:35:08,5f61fde7-011b-4d3b-90a9-ab4d5113514a,55
4327291,8bf7d8a39cb5ceb7,2020-08-20 15:40:11,0c9e3bbc-96d2-49f7-9815-5f52c02a0fe9,56
4399666,60eb57b00383705f,2020-09-16 15:45:17,ba2118a9-0804-4d25-8de5-cd2442845820,57
4377392,a61d22e27cd0279a,2020-09-13 12:50:09,1f07772e-5ce9-471f-bf8f-39111b6c8365,58
4232497,1c629d2c65451e56,2020-07-11 22:35:13,8bdab65e-e6a8-45d9-8cc2-6f9a23abd8e6,59
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,fc146c8e-784b-4e0d-88eb-45bb62fb994e,60
4310264,e4cfe4b2d17d6ecb,2020-08-24 16:25:06,8867d34a-54be-481e-bdc5-5c754a80071d,61
4310720,60b89ffc5b63e95a,2020-08-14 15:40:23,d98391e5-e5c7-4394-8e77-cdeb73b8234d,62
4259934,a1fd645e8eb46cec,2020-08-11 14:40:20,9c672c4f-fc88-42e5-b617-5f7de165f0f3,63
4349190,706d6fd1644ff962,2020-08-27 09:55:49,68faa10d-f27e-4a6f-8d2e-61ff19ddb54c,64
3596557,5980bf1b977fcd9d,2020-09-04 18:45:18,62e8bf80-9696-4a33-97f3-a4b265cb5d72,65
4350231,d8349880729890a1,2020-08-30 13:35:17,9d151a85-2ba7-4f2b-850f-ef304f69b3ef,66
