customer_id,android_id,trans_time,wifimac,wifimac_id
4396376,02abd7cf7efaffd5,2020-09-15 11:50:11,C8:3D:DC:DF:DD:A6,103
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,28:31:66:90:B2:47,104
4391529,fb56482518499d46,2020-09-13 09:55:10,F4:8B:32:CD:58:19,105
4324426,d657c5bea4587f77,2020-08-19 05:02:08,88:D5:0C:2D:B6:80,106
2228895,3d76579d24759d03,2020-09-01 09:45:16,D2:5C:85:44:9E:70,107
2228895,3d76579d24759d03,2020-09-01 09:45:16,44:46:87:7D:79:FD,108
4282830,b522592c3eba51ec,2020-07-31 19:25:07,58:7A:6A:7C:51:0F,109
4247372,bf764e075d6664a4,2020-07-09 10:20:06,0E:F5:76:CF:E7:A7,110
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,94:2D:DC:63:A2:BC,111
3823959,c94f964cb12112f8,2020-09-07 09:50:06,A8:1B:5A:DB:9B:53,112
3534558,04f6c22ad7b27730,2020-09-17 18:15:11,68:BF:C4:03:0A:F4,113
4224166,c71bf1ba043bd11b,2020-09-21 12:30:09,96:FD:BE:1B:0F:D8,114
4224166,c71bf1ba043bd11b,2020-09-21 12:30:09,A4:D9:90:60:9F:01,115
4102981,ebc186d38166cceb,2020-09-22 13:20:18,08:7F:98:C5:8E:C9,116
4267700,1617f1051cdb1d59,2020-07-21 01:45:09,E0:CB:EE:AD:AF:BD,117
4216055,bd807223c1e99331,2020-06-15 13:15:12,A4:D9:90:8F:14:D1,118
4276170,6f61b77e206977e8,2020-07-28 10:49:28,50:8F:4C:E9:4E:80,119
4263208,4b7ad42b48470496,2020-07-18 13:55:24,74:C1:7D:ED:C2:E0,120
4261383,9be83116fa9e86cc,2020-08-14 14:25:14,94:D0:29:42:11:BF,121
3712484,428d418a1892e9a2,2020-07-07 14:05:27,D0:9C:7A:0C:2C:00,122
4357385,b8fac121ac56cc62,2020-08-31 09:05:24,00:0A:F5:C2:50:30,123
4233872,bada67a1c741641f,2020-07-01 10:40:25,B4:CB:57:71:A5:89,124
4246756,1e1273621dd9899e,2020-07-08 13:10:15,00:F4:6F:75:6F:16,125
4360571,72d3c1389ce8d475,2020-09-01 09:00:06,3E:8A:65:C7:A4:D0,126
4320168,72372377f593a6e0,2020-09-15 17:10:02,D4:67:D3:A7:34:A1,127
4257503,a1713fcfa3f1b45f,2020-07-16 10:00:16,1C:77:F6:4C:2F:0E,128
4298202,cfcda7147501df19,2020-08-09 16:25:05,48:83:B4:5F:34:85,129
4265449,515b84d11c7a28ae,2020-07-20 07:50:11,1C:77:F6:4F:09:02,130
4265757,65918c8f6c52da17,2020-07-19 19:05:36,C0:87:EB:27:DD:89,131
4315854,0cc8061110ac486f,2020-08-26 05:45:04,C4:FE:5B:7A:15:09,132
4334096,bbcb2672e7da92b8,2020-08-23 17:05:02,0E:5A:C9:FE:9D:83,133
4375515,c1e01de544d20774,2020-09-12 11:50:15,2C:FF:EE:9C:BD:3D,134
4377913,2125eac4875dcfab,2020-09-07 01:00:34,B4:CB:57:76:14:9B,135
4220416,2312ab7d24f1d3c2,2020-06-19 12:30:07,4C:66:41:16:5F:41,136
4226269,3951b9b141835282,2020-06-24 18:15:10,B4:CB:57:7C:13:3B,137
4268567,6d43301446d44c15,2020-08-20 15:00:14,E4:C4:83:4A:15:61,138
4282446,6c0b8bdde0265004,2020-08-26 10:25:17,A4:D9:90:33:E8:FB,139
4215348,fb839fad13198513,2020-06-15 13:06:47,A4:D9:90:21:35:79,140
4402583,05c3e3634b0538b7,2020-09-18 09:45:32,1A:38:2A:80:77:1A,141
4377513,d0eb396264509ef7,2020-09-13 14:40:06,FA:19:01:56:C8:7A,142
4210259,abe31048ca13552d,2020-06-13 08:15:07,D8:CE:3A:5D:82:0F,143
4227608,95062f9e31c86ff3,2020-07-22 13:15:15,20:5E:F7:68:02:4C,144
3075390,8819b97b36adfec1,2020-07-10 13:30:22,E4:C4:83:52:90:55,145
4306150,11b0443fe11d41bf,2020-08-13 10:30:09,84:6F:CE:06:FC:1F,146
4383017,692fb49896786007,2020-09-20 12:00:11,00:08:22:C6:FB:0B,147
4383017,692fb49896786007,2020-09-20 12:00:11,00:08:22:4E:CA:09,148
4297193,f5350feea399f106,2020-08-27 12:05:10,48:83:B4:62:9C:EB,149
4330253,e2d75506066beefb,2020-09-21 02:40:10,22:5E:F7:CC:0C:1A,150
4330253,e2d75506066beefb,2020-09-21 02:40:10,20:5E:F7:CC:0C:1A,151
1735723,99963baf1368b832,2020-06-21 18:55:09,48:83:B4:2C:F3:25,152
4386808,7569562a50bb6765,2020-09-16 17:30:01,E0:1F:88:41:76:A6,153
4233982,2654916724c2957d,2020-07-01 13:20:08,0C:A8:A7:F5:5F:CC,154
4238026,68950282b6266be9,2020-07-03 16:05:11,88:BF:E4:7A:DA:95,155
4392388,2a5279c58edafe07,2020-09-14 13:00:19,04:B1:67:28:86:3C,156
4295271,85489d1d07f0544c,2020-08-08 11:15:17,20:5E:F7:DF:10:EA,157
4099150,572f1522150a4f1a,2020-09-12 11:45:11,70:78:8B:C0:A8:91,158
4328732,a48a5298f6b5592f,2020-09-11 20:35:06,C8:16:DA:14:1C:DD,159
4338508,24c9687ce2ee28d9,2020-08-23 15:45:15,50:29:F5:EB:E8:93,160
3310359,6ed422fbac0588bb,2020-07-19 15:25:06,24:18:1d:c9:d4:31,161
3310359,6ed422fbac0588bb,2020-07-19 15:25:06,24:18:1D:C9:D4:31,162
3310359,6ed422fbac0588bb,2020-07-19 15:25:06,86:3B:AC:E2:9A:75,163
4322875,c96a064b44adf9f5,2020-08-21 09:40:09,D8:A3:15:7F:BA:2B,164
4355456,713268e650c9353b,2020-09-08 15:15:04,20:5E:F7:17:1D:2E,165
4067050,e5d111074bb5b077,2020-08-21 14:50:37,C4:E3:9F:4D:88:47,166
4299866,126b9ef453adfd06,2020-08-29 14:35:05,0C:A8:A7:F2:16:E2,167
4382757,8e27e1c86312fdcf,2020-09-18 07:50:10,9C:5C:F9:EC:3D:1C,168
4244927,440a77d2a22f8733,2020-07-07 11:30:24,CC:2D:83:A6:AE:28,169
4261972,44c3b62675637431,2020-07-18 05:01:55,88:D5:0C:36:56:5E,170
3899875,ca0c83f1537ad633,2020-08-13 14:47:40,A4:D9:90:76:9A:91,171
4254048,6f96c29bbfe78a62,2020-07-14 14:10:02,4E:58:EE:19:7A:3E,172
4245239,e746a898a12baa43,2020-07-07 14:05:21,80:79:5D:D8:CE:35,173
4049585,f2450e3d79ad572e,2020-07-28 16:30:08,A8:1B:5A:D1:2E:45,174
4290567,e3d66ee60f7a92a3,2020-08-05 22:15:10,74:C1:7D:ED:BE:3B,175
4291421,2fee5085b11ac612,2020-08-08 22:25:23,8C:BF:A6:44:38:D9,176
4211825,9749f31314b9a0ae,2020-08-15 14:30:16,D8:32:E3:04:9D:42,177
4297504,1ca31a6177b0d1b7,2020-08-10 15:40:03,94:87:E0:79:F2:35,178
4039945,473b897439db9531,2020-09-08 12:15:14,A4:D9:90:68:86:35,179
4279540,fea4c3be8d7dc3bf,2020-08-14 11:45:26,C0:87:EB:9A:75:F5,180
4292304,7d5cd4d565d8e3a1,2020-08-21 08:45:09,0C:98:38:12:82:01,181
4335538,90451a5f73290e18,2020-08-23 13:55:07,04:C8:07:A0:89:BA,182
4277794,934d443644cfdf03,2020-07-29 07:10:10,20:5E:F7:0E:20:4E,183
4307066,b785cf9b73362bae,2020-08-13 15:15:55,F0:6D:78:7F:C6:33,184
3922536,e76a621d0a10ddf8,2020-08-05 01:07:02,40:B0:76:73:60:B8,185
4042477,bd4934c28b43a398,2020-08-08 13:35:14,0C:A8:A7:4A:0C:92,186
4393320,34fe5c237921e0a0,2020-09-22 16:40:15,44:46:87:68:B5:A9,187
4260135,c68d420096ab7777,2020-07-17 14:15:28,CC:2D:83:AB:34:46,188
4349001,3312c14fefe353a2,2020-08-27 17:05:09,5E:99:D7:73:05:1F,189
4381160,37dbe5f8e1043edd,2020-09-08 16:10:08,A4:D9:90:98:73:59,190
4283766,1ba67f1a2d5cf8ad,2020-08-01 09:55:15,34:E9:11:39:D0:F1,191
4281997,62add643e62b2e42,2020-07-30 14:25:26,7C:89:56:26:DA:80,192
4340911,5f48a4f2d235b50a,2020-08-29 13:25:09,70:5E:55:AA:63:6D,193
4328655,2100a90eea1d19ff,2020-08-25 11:30:06,14:D1:69:20:CE:7A,194
4317428,2775fa1c0ec8d682,2020-08-16 16:05:18,88:5A:06:60:9D:A7,195
749044,3ea0a2dd867e622c,2020-08-05 16:45:23,8E:C7:45:CF:85:C0,196
4352629,1ef6960bf5d0fa38,2020-09-06 11:50:13,3E:43:2B:7E:38:23,197
4385888,3b4a16d90684f628,2020-09-15 13:05:55,C0:87:EB:23:84:71,198
4380678,2c07b72af4bf7c87,2020-09-07 17:30:23,1C:DA:27:E0:65:12,199
4396635,1dcc8d6c5e13aa91,2020-09-15 13:10:34,70:B7:AA:AA:07:A9,200
4292089,30944ce82de836bb,2020-08-16 12:05:07,58:85:E9:5D:13:4D,201
4240728,b31220004c1bd2c1,2020-07-07 09:15:14,1A:71:F9:AF:03:0D,202
4261099,30892043364c3d97,2020-07-17 16:00:04,0C:A8:A7:86:73:98,203
4391495,38a68b0323fa3784,2020-09-15 09:20:19,9C:5F:5A:9A:68:59,204
4388660,809c7dd8405bb8fa,2020-09-18 10:15:02,D0:9C:7A:11:9D:04,205
4099248,e98ea914964bed64,2020-08-12 01:35:07,0C:98:38:A8:65:17,206
4335114,63ad4045b9d12135,2020-09-09 17:45:08,A4:D9:90:C6:68:87,207
4369401,32c66fdb0570af4c,2020-09-05 19:25:06,00:EC:0A:C3:88:C6,208
4285616,225e2ddeaa7111af,2020-08-07 13:40:02,08:7F:98:CB:CB:65,209
4094834,30e71b583d5cfe21,2020-09-09 13:10:21,50:29:F5:D0:B1:31,210
4272258,e763389a3e351441,2020-07-24 13:20:07,84:6F:CE:6C:14:89,211
1292131,85ab30e2115b3063,2020-08-15 06:32:07,D0:9C:7A:12:DE:A2,212
4371759,493e2785566607bb,2020-09-07 13:45:12,50:8F:4C:65:46:48,213
4380018,d75dcd2a190019e1,2020-09-08 10:15:25,30:CB:F8:FB:42:61,214
4258872,ea5541c246d3c286,2020-07-16 11:45:28,DC:F0:90:0A:62:E3,215
4325889,9858135d7f2d5243,2020-08-19 13:25:14,88:D5:0C:13:DC:8C,216
159628,f59fabae66d9c949,2020-09-05 11:35:17,E4:C4:83:4C:A7:D1,217
4351075,2d7cad12b129c92e,2020-09-16 07:35:09,20:34:FB:D4:90:FC,218
4392827,338466221ded1b10,2020-09-13 14:25:10,88:5A:06:5C:DE:19,219
4115529,18169e9787ca04bc,2020-07-28 14:10:24,50:8F:4C:EE:2F:D6,220
4365125,c4f4779e011bc593,2020-09-02 13:40:28,6A:A6:8E:2F:04:FB,221
4323169,6348588a44cd8d34,2020-08-24 18:00:01,D8:C4:6A:D8:5F:10,222
4280259,3e7fe848d532caee,2020-08-31 20:45:14,1E:77:72:A7:F1:66,223
4280259,3e7fe848d532caee,2020-08-31 20:45:14,1E:4A:B3:20:C0:3C,224
4283690,524e36fb7a4042f0,2020-08-18 22:05:07,56:43:65:48:33:77,225
4280088,bb1c73f6b33e1166,2020-07-29 13:10:19,70:B7:AA:A8:67:D3,226
4285922,76e2e0ae9b34390,2020-08-02 09:45:08,48:5A:3F:33:90:57,227
3606979,6d71092d51c10cf1,2020-08-31 07:25:30,80:35:C1:46:A3:48,228
4286192,03e29416351c14a0,2020-08-02 13:55:06,A4:D9:90:C4:7D:A7,229
4328919,1ef4d5ca00df6591,2020-08-20 17:24:57,A4:D9:90:A3:CD:6D,230
4377280,ed63d233d5a540e3,2020-09-06 16:05:13,C8:3D:DC:D7:AF:DC,231
4342147,718e5072b9046cf2,2020-09-18 18:40:08,D0:9C:7A:19:27:9A,232
4358572,f321c50c096150d3,2020-09-11 13:30:03,0C:A8:A7:20:C4:D2,233
4327168,dd0846a748217760,2020-08-19 21:35:07,9C:F5:31:13:5C:A5,234
3983129,65a5eb979d89b7c5,2020-08-22 10:15:02,54:0E:2D:D2:10:FD,235
4323568,87d38531963bc2e1,2020-08-23 19:40:01,68:BF:C4:27:BB:12,236
1556171,28e53860634bcfe8,2020-08-14 12:30:04,B2:FA:48:C5:FF:DD,237
4334754,c4804da2e36a45d5,2020-08-22 12:15:23,20:5E:F7:5E:94:F4,238
4323539,65e3a20a95edfca6,2020-08-26 16:15:08,F0:79:E8:1C:EE:41,239
4253804,d7af44a3aab1a5f0,2020-07-13 11:55:09,D4:67:D3:DF:6C:05,240
3564195,be950b42453d60be,2020-09-16 11:45:13,7E:F9:DE:F2:93:28,241
4329049,3e374b6af5802352,2020-08-20 13:35:17,A4:D9:90:12:63:05,242
4301391,273944070598a03c,2020-08-18 10:20:19,C0:87:EB:F9:6A:47,243
4112739,47b00a0005258373,2020-08-25 21:00:06,08:7F:98:B8:9F:CD,244
4301983,35acf62c74c9b4ee,2020-08-11 12:20:15,C0:87:EB:6C:F0:E9,245
4345963,8823cfed2de08592,2020-08-26 13:15:13,30:07:4D:18:41:95,246
4326067,0bfb24828275931e,2020-08-19 16:10:36,20:34:FB:DC:16:C8,247
3918182,33d42cdd5fd78151,2020-08-18 13:30:08,4C:49:E3:2D:1F:F9,248
4384422,423e0b773dced41a,2020-09-19 15:25:09,44:46:87:6D:8C:E1,249
4276821,04c18ddf928c2ca2,2020-08-23 01:15:11,C0:87:EB:87:1D:E9,250
4292037,ea3c70377ca5fe4c,2020-08-18 12:05:06,3C:B6:B7:35:9D:C5,251
4290923,10d86920184da116,2020-08-09 15:15:07,C0:87:EB:20:26:6D,252
4292561,38ee7e9528634ae5,2020-08-13 22:55:05,B8:D7:AF:BF:7B:75,253
4307331,bde4378967ce9fa9,2020-08-15 11:35:05,A4:D9:90:BF:C9:AD,254
3974375,73dc1c7f43ce519c,2020-08-16 21:25:30,C0:87:EB:79:1E:4B,255
4260186,f1a6503871ca44a5,2020-07-17 13:10:13,A4:D9:90:C3:94:7B,256
4384046,eb5bcb6d38e1bbe8,2020-09-10 14:45:07,0C:98:38:13:4C:E9,257
4352455,67d9d12cbb2aad1d,2020-09-04 19:30:11,BA:70:7B:2B:62:2A,258
4255305,4a9bf6453af44882,2020-08-24 19:55:21,D0:9C:7A:1F:FD:D4,259
4339341,b0b53f268ec9724f,2020-09-05 17:40:16,50:29:F5:94:FE:8D,260
4313484,6a5c2ec40359e442,2020-08-16 21:15:07,B8:5A:73:8F:35:DE,261
4288379,6c83357c186c5168,2020-08-04 13:10:51,20:74:54:AA:89:39,262
4356907,01a2a9774eea163e,2020-09-07 13:35:08,72:19:2C:9F:E4:D0,263
4341348,4a8e81dd0af1c42f,2020-08-24 17:35:21,48:2C:A0:B7:73:AC,264
4126832,9352ff03b97faab0,2020-08-31 13:25:20,20:34:FB:F7:3D:76,265
4294565,904c5443a8fb88d5,2020-08-15 18:23:00,20:5E:F7:90:00:14,266
4027082,fafadd2524b0d240,2020-06-27 15:20:07,B4:A5:AC:C6:43:4F,267
3664170,9c8f4d0af0d82878,2020-07-17 15:13:54,08:8C:2C:E0:93:2D,268
4400889,5b504ddb7dbdad4d,2020-09-19 21:00:09,E0:1F:88:49:11:A8,269
4252041,0a802a1781478553,2020-07-12 11:45:18,D6:88:DD:81:ED:C0,270
4343734,1086bb4446d44619,2020-08-25 16:25:07,A4:50:46:EF:37:8B,271
4286646,bf2bf2f4d4f5f02b,2020-08-02 22:20:13,40:B0:76:D7:04:80,272
4297592,da80f56876a4a197,2020-08-10 13:55:18,0C:A8:A7:EF:50:C2,273
4308577,2f10a126f2e9b2d9,2020-08-14 18:25:15,C0:87:EB:9B:A0:E5,274
4332906,9da95b7d421021a2,2020-08-21 18:15:18,98:74:DA:F6:7D:E6,275
4305118,6d0c0e48978e38ac,2020-08-13 09:55:30,58:7A:6A:7C:2B:01,276
4318119,077ad3ee3d680505,2020-08-20 18:00:03,E2:04:36:CB:C3:5D,277
4370414,3bef220af2a9c3b6,2020-09-04 08:05:33,B8:C7:4A:AA:6F:BB,278
4340816,9e018fe24990cf73,2020-08-25 07:10:09,9E:85:32:12:9D:5A,279
4334803,aabb96d290ee5d3d,2020-08-22 18:45:20,58:85:A2:6A:59:33,280
4123048,2d5954e10d4c1782,2020-09-21 17:25:14,D0:9C:7A:14:B0:B0,281
4370058,8aad51a302f4b54a,2020-09-15 13:03:00,8A:95:45:52:45:C3,282
4370058,8aad51a302f4b54a,2020-09-15 13:03:00,D0:28:BA:13:31:BB,283
4117467,5c7c0e8dbd1ca031,2020-09-11 02:11:12,6C:C7:EC:3F:A4:F6,284
4117467,5c7c0e8dbd1ca031,2020-09-11 02:11:12,E2:9E:43:9C:FB:C3,285
4396205,67bf24bdd2d90d14,2020-09-15 11:00:38,0C:A8:A7:D4:6C:06,286
4286243,f3af8369f0fb8fa1,2020-08-02 14:00:07,70:B7:AA:BC:D7:59,287
4307222,3ed4e1d3698516c4,2020-08-13 16:30:17,0C:A8:A7:A6:F5:42,288
3856119,2b1669309453f71c,2020-08-05 08:05:23,24:79:F3:70:E5:47,289
3941623,734218f57822328c,2020-06-27 15:35:32,20:5E:F7:72:13:28,290
4305077,bfe9581eeb5f688e,2020-08-26 10:15:14,78:02:F8:72:65:07,291
4340161,41745c5ae70111ba,2020-08-24 05:01:03,88:D5:0C:17:5B:70,292
4279867,29202396bb251db6,2020-08-27 08:55:16,44:46:87:6D:36:FF,293
4349811,fb31f9003e4362c7,2020-09-11 16:05:12,8E:42:D3:F5:EE:BF,294
4281585,80bb39be199cd115,2020-08-01 17:25:12,9C:A5:C0:06:0D:AA,295
4358460,d332b0284dae4e14,2020-08-31 13:20:23,2E:30:70:7E:9F:97,296
4358460,d332b0284dae4e14,2020-08-31 13:20:23,36:CA:BC:61:20:3B,297
4407868,da3465b7168c0bfd,2020-09-21 12:35:21,88:5A:06:5F:5A:21,298
4273397,748cb6b65052dba4,2020-07-28 10:47:36,A2:7F:31:9A:D9:41,299
4325904,1a623d36897ab404,2020-08-19 18:25:20,44:66:FC:7C:7A:25,300
