customer_id,android_id,trans_time,wifi_list,wifi_list_id
4341397,f4c06760df822b5e,2020-09-03 09:25:24,0e:98:38:dd:c2:6b,66
4341397,f4c06760df822b5e,2020-09-03 09:25:24,60:e3:27:40:e9:48,67
4341397,f4c06760df822b5e,2020-09-03 09:25:24,48:f8:b3:e0:5a:67,68
4341397,f4c06760df822b5e,2020-09-03 09:25:24,0c:a8:a7:26:94:36,69
4341397,f4c06760df822b5e,2020-09-03 09:25:24,60:e3:27:40:e9:49,70
4341397,f4c06760df822b5e,2020-09-03 09:25:24,4c:5e:0c:71:31:43,71
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,fc:a6:cd:32:56:28,72
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,4c:5e:0c:14:fa:6f,73
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,14:b7:f8:61:43:2b,74
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,68:ff:7b:3d:50:54,75
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,24:f5:a2:6f:cf:76,76
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,8c:dc:02:a3:50:be,77
4298243,c5fcea04b73b617a,2020-08-18 10:00:10,74:cc:39:d3:e5:e0,78
4273449,f4fcc9de28187dd1,2020-09-15 14:40:02,0a:7f:98:a9:3d:19,79
4273449,f4fcc9de28187dd1,2020-09-15 14:40:02,10:c1:72:c3:99:1c,80
4273449,f4fcc9de28187dd1,2020-09-15 14:40:02,72:00:59:24:38:31,81
4193195,cd58f8bde211babc,2020-08-18 17:05:30,1c:87:2c:6c:27:2c,82
4193195,cd58f8bde211babc,2020-08-18 17:05:30,78:f2:9e:fb:4f:ba,83
4193195,cd58f8bde211babc,2020-08-18 17:05:30,18:a6:f7:2b:9f:5c,84
4193195,cd58f8bde211babc,2020-08-18 17:05:30,1c:87:2c:6c:27:28,85
4065243,cf208876a13f4b43,2020-09-15 15:20:23,3c:e8:24:cd:3a:78,86
4065243,cf208876a13f4b43,2020-09-15 15:20:23,0c:41:e9:70:8e:60,87
4367058,59408d28eefd64a7,2020-09-11 15:10:23,50:d4:f7:ba:12:bc,88
4367058,59408d28eefd64a7,2020-09-11 15:10:23,74:da:88:52:da:7a,89
4346417,762fd66e1be98f17,2020-09-02 10:15:53,7e:03:5e:a7:a4:c2,90
4346417,762fd66e1be98f17,2020-09-02 10:15:53,00:67:62:73:e0:90,91
4346417,762fd66e1be98f17,2020-09-02 10:15:53,76:dd:a8:59:04:c8,92
4346417,762fd66e1be98f17,2020-09-02 10:15:53,c2:fe:5b:71:04:4d,93
4346417,762fd66e1be98f17,2020-09-02 10:15:53,9a:32:2f:32:1b:6a,94
4287937,589b4f7236969bcd,2020-08-12 09:35:12,62:68:65:b1:19:f2,95
4287937,589b4f7236969bcd,2020-08-12 09:35:12,fc:a6:cd:b5:45:d8,96
4287937,589b4f7236969bcd,2020-08-12 09:35:12,ac:f9:70:af:e0:bc,97
4287937,589b4f7236969bcd,2020-08-12 09:35:12,f0:68:65:b1:19:f1,98
4314047,bb470014a0b10e56,2020-08-15 14:05:12,86:6f:ce:6a:fa:db,99
4314047,bb470014a0b10e56,2020-08-15 14:05:12,20:e8:82:c8:99:86,100
4314047,bb470014a0b10e56,2020-08-15 14:05:12,ec:f0:fe:84:85:1c,101
4314047,bb470014a0b10e56,2020-08-15 14:05:12,1c:5f:2b:e3:fe:63,102
4314047,bb470014a0b10e56,2020-08-15 14:05:12,3e:b6:b7:4b:f2:f5,103
4290797,d26b6d0b2f4b03de,2020-09-07 13:35:12,12:da:dc:c4:76:2c,104
4290797,d26b6d0b2f4b03de,2020-09-07 13:35:12,64:2c:ac:b8:39:44,105
4290797,d26b6d0b2f4b03de,2020-09-07 13:35:12,d8:32:14:41:e1:80,106
4353591,b26289a6bf9b3af6,2020-09-05 10:25:15,4e:ed:fb:a8:bd:3f,107
4353591,b26289a6bf9b3af6,2020-09-05 10:25:15,f4:4c:7f:3e:ca:78,108
4353591,b26289a6bf9b3af6,2020-09-05 10:25:15,ac:e2:d3:be:17:47,109
4353591,b26289a6bf9b3af6,2020-09-05 10:25:15,30:cb:f8:49:bc:8b,110
4353591,b26289a6bf9b3af6,2020-09-05 10:25:15,c0:87:eb:d2:41:c5,111
4313824,9772511d4f26072e,2020-08-15 13:05:23,24:bc:f8:e8:51:b4,112
4313824,9772511d4f26072e,2020-08-15 13:05:23,0a:7f:98:d0:a9:2f,113
4313824,9772511d4f26072e,2020-08-15 13:05:23,f8:32:e4:7b:76:38,114
4313824,9772511d4f26072e,2020-08-15 13:05:23,c0:87:eb:a2:ff:1f,115
637529,f9d6843cc22cf93d,2020-09-07 05:01:25,18:3d:5e:f6:7b:fc,116
637529,f9d6843cc22cf93d,2020-09-07 05:01:25,ac:75:1d:50:34:04,117
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,86:83:c2:84:1e:20,118
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,76:83:c2:84:1e:20,119
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,74:83:c2:84:1e:20,120
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,a6:83:c2:84:1e:20,121
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,86:83:c2:84:1d:f3,122
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,76:83:c2:84:1d:f3,123
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,74:83:c2:84:1d:f3,124
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,d8:63:75:a4:75:eb,125
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,86:83:c2:84:1c:e5,126
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,76:83:c2:84:1c:e5,127
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,86:83:c2:84:1e:19,128
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,86:83:c2:84:1c:fc,129
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,76:83:c2:84:1e:19,130
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,76:83:c2:84:1c:fc,131
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,74:83:c2:84:1c:e5,132
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,74:83:c2:84:1e:19,133
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,74:83:c2:84:1c:fc,134
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,96:83:c2:84:1c:fc,135
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,6c:3b:6b:9c:3b:19,136
4343801,e0881e6b57c571bd,2020-09-12 17:25:10,6c:3b:6b:9c:3b:19,136
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,a6:83:c2:84:1d:f3,137
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,36:da:b7:e9:f5:02,138
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,36:da:b7:d9:f5:02,139
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,34:da:b7:e9:f5:02,140
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,34:da:b7:eb:87:c5,141
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,96:83:c2:84:1e:20,142
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,96:83:c2:84:1d:f3,143
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,76:83:c2:84:1c:fb,144
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,74:83:c2:84:1c:fb,145
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,96:83:c2:84:1c:fb,146
4365432,6b68b4ed95f85a43,2020-09-10 04:05:36,a6:83:c2:84:1c:fc,147
4342399,1fad4e7857d882de,2020-09-15 18:50:11,bc:0f:9a:27:47:20,148
4342399,1fad4e7857d882de,2020-09-15 18:50:11,bc:0f:9a:26:d5:f0,149
4342399,1fad4e7857d882de,2020-09-15 18:50:11,fc:a6:cd:c8:73:10,150
4342399,1fad4e7857d882de,2020-09-15 18:50:11,cc:06:77:aa:1d:88,151
4342399,1fad4e7857d882de,2020-09-15 18:50:11,54:e6:fc:fa:f6:8a,152
4342399,1fad4e7857d882de,2020-09-15 18:50:11,0c:80:63:6d:73:fe,153
4342399,1fad4e7857d882de,2020-09-15 18:50:11,7c:8b:ca:9a:b0:b6,154
4342399,1fad4e7857d882de,2020-09-15 18:50:11,00:e0:20:6e:f8:f1,155
4284646,84eb257d774d0154,2020-08-21 14:35:08,50:0f:f5:25:77:41,156
4284646,84eb257d774d0154,2020-08-21 14:35:08,8c:dc:02:82:2f:64,157
4284646,84eb257d774d0154,2020-08-21 14:35:08,48:ba:4e:d5:3e:cb,158
4284646,84eb257d774d0154,2020-08-21 14:35:08,c4:0b:cb:ea:ae:62,159
4284646,84eb257d774d0154,2020-08-21 14:35:08,c4:a3:66:b9:41:16,160
4284646,84eb257d774d0154,2020-08-21 14:35:08,cc:2d:e0:d2:6d:e6,161
4284646,84eb257d774d0154,2020-08-21 14:35:08,cc:2d:e0:d2:6d:0a,162
4284646,84eb257d774d0154,2020-08-21 14:35:08,c4:65:16:4d:9d:36,163
4284646,84eb257d774d0154,2020-08-21 14:35:08,fc:ec:da:6e:67:54,164
3606058,30f3f8a2874da4a8,2020-07-19 21:55:08,fc:ec:da:6e:67:54,164
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,dc:f0:90:b3:1c:32,165
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,5c:03:39:2b:1b:4c,166
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,f4:b5:aa:9d:38:66,167
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:46:87:82:54:4d,168
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,d4:6e:0e:ec:47:7a,169
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,b0:89:00:b0:a4:56,170
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,50:d4:f7:90:65:b0,171
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,e4:ca:12:8f:7d:f2,172
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,48:3f:e9:06:3b:d1,173
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,e4:ca:12:91:a9:d6,174
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,b8:50:01:43:74:50,175
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,68:ff:7b:1a:84:54,176
4310264,e4cfe4b2d17d6ecb,2020-08-24 16:25:06,62:68:65:22:e5:1a,177
4310264,e4cfe4b2d17d6ecb,2020-08-24 16:25:06,f0:68:65:23:6b:ad,178
4310264,e4cfe4b2d17d6ecb,2020-08-24 16:25:06,6a:68:65:23:6b:ae,179
4310264,e4cfe4b2d17d6ecb,2020-08-24 16:25:06,20:e8:82:cd:1b:3a,180
4310264,e4cfe4b2d17d6ecb,2020-08-24 16:25:06,24:58:6e:d0:eb:6e,181
4310720,60b89ffc5b63e95a,2020-08-14 15:40:23,f0:3f:95:ff:60:5c,182
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:1e:98:4f:7c:c8,183
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,26:79:f3:6d:ab:af,184
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,b0:6e:bf:a5:ac:e8,185
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:1e:98:0f:7c:c8,186
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:1e:98:4f:ab:08,187
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:1e:98:0f:ab:08,188
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:1e:98:0f:a7:78,189
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,44:1e:98:4f:a7:78,190
4349338,d5492b51a54bef7a,2020-09-10 05:30:04,04:d9:f5:c4:27:c9,191
4347637,7b52110d5e5574a,2020-08-28 12:20:13,30:b5:c2:f0:5b:84,192
4347637,7b52110d5e5574a,2020-08-28 12:20:13,8c:e0:81:78:ff:cd,193
4347637,7b52110d5e5574a,2020-08-28 12:20:13,26:58:6e:d3:2a:06,194
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:58:6e:d3:2a:06,195
4347637,7b52110d5e5574a,2020-08-28 12:20:13,8c:dc:02:9b:64:0c,196
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:58:6e:d3:47:28,197
4347637,7b52110d5e5574a,2020-08-28 12:20:13,34:da:b7:f3:25:d4,198
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:58:6e:d2:c8:a4,199
4347637,7b52110d5e5574a,2020-08-28 12:20:13,74:da:3b:f8:51:83,200
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:58:6e:d2:d5:70,201
4347637,7b52110d5e5574a,2020-08-28 12:20:13,7a:76:ea:b2:f7:56,202
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:58:6e:d2:c7:8a,203
4347637,7b52110d5e5574a,2020-08-28 12:20:13,b8:69:f4:d3:c2:49,204
4347637,7b52110d5e5574a,2020-08-28 12:20:13,78:8a:20:e0:32:95,205
4347637,7b52110d5e5574a,2020-08-28 12:20:13,68:72:51:74:d6:88,206
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:d3:f2:e5:8b:60,207
4347637,7b52110d5e5574a,2020-08-28 12:20:13,78:8a:20:68:d9:d0,208
4347637,7b52110d5e5574a,2020-08-28 12:20:13,24:58:6e:cb:15:10,209
4290290,0e66a861f957df69,2020-09-16 15:20:08,04:33:89:2c:10:98,210
4290290,0e66a861f957df69,2020-09-16 15:20:08,68:ff:7b:9c:28:9a,211
4290290,0e66a861f957df69,2020-09-16 15:20:08,34:1e:6b:03:4a:b0,212
4290290,0e66a861f957df69,2020-09-16 15:20:08,c4:b8:b4:57:1e:4c,213
4290290,0e66a861f957df69,2020-09-16 15:20:08,6c:3b:6b:9c:6d:cd,214
4299812,583905f90cc92174,2020-08-18 17:00:01,6c:3b:6b:9c:6d:cd,214
4290290,0e66a861f957df69,2020-09-16 15:20:08,dc:d9:16:23:a2:cf,215
4290290,0e66a861f957df69,2020-09-16 15:20:08,c0:87:eb:2b:6a:53,216
4290290,0e66a861f957df69,2020-09-16 15:20:08,8c:e5:ef:f4:eb:48,217
4290290,0e66a861f957df69,2020-09-16 15:20:08,70:4f:57:de:c6:5a,218
4290290,0e66a861f957df69,2020-09-16 15:20:08,40:45:da:b7:d9:51,219
4290290,0e66a861f957df69,2020-09-16 15:20:08,04:33:89:2c:19:a0,220
4282522,1a01e4c2155facab,2020-08-15 01:05:21,90:55:de:12:c2:a8,221
4282522,1a01e4c2155facab,2020-08-15 01:05:21,fc:a6:cd:b5:b1:50,222
4282522,1a01e4c2155facab,2020-08-15 01:05:21,9a:6b:72:fa:5c:09,223
4282522,1a01e4c2155facab,2020-08-15 01:05:21,24:a4:3c:e4:1e:dd,224
4272389,00dc39ce970e92a5,2020-09-11 07:40:06,24:a4:3c:e4:1e:dd,224
4282522,1a01e4c2155facab,2020-08-15 01:05:21,d8:0d:17:14:b1:ba,225
4282522,1a01e4c2155facab,2020-08-15 01:05:21,6e:d7:1f:24:17:55,226
4282522,1a01e4c2155facab,2020-08-15 01:05:21,16:16:9e:12:bd:e4,227
4282522,1a01e4c2155facab,2020-08-15 01:05:21,0e:98:38:e9:42:1b,228
4282522,1a01e4c2155facab,2020-08-15 01:05:21,6c:3b:6b:fa:9c:0b,229
4282522,1a01e4c2155facab,2020-08-15 01:05:21,6e:3b:6b:fa:9c:0b,230
4282522,1a01e4c2155facab,2020-08-15 01:05:21,58:c1:7a:96:52:b0,231
4282522,1a01e4c2155facab,2020-08-15 01:05:21,9a:8a:20:d4:00:df,232
4282522,1a01e4c2155facab,2020-08-15 01:05:21,2a:31:66:91:86:15,233
4282522,1a01e4c2155facab,2020-08-15 01:05:21,6a:bf:c4:03:ba:e0,234
4282522,1a01e4c2155facab,2020-08-15 01:05:21,44:fb:5a:a8:30:18,235
4268345,8a203eaf7f0a2fc4,2020-08-28 09:40:24,44:fb:5a:a8:30:18,235
4282522,1a01e4c2155facab,2020-08-15 01:05:21,c6:f5:47:32:f3:3b,236
4304876,c8d2da5722ed2a1d,2020-08-12 17:25:35,c6:f5:47:32:f3:3b,236
4283931,b6ea84b7d69be741,2020-08-26 06:00:02,cc:06:77:3a:29:70,237
4283931,b6ea84b7d69be741,2020-08-26 06:00:02,58:d9:d5:36:7b:b8,238
4283931,b6ea84b7d69be741,2020-08-26 06:00:02,08:7f:98:af:17:df,239
4283931,b6ea84b7d69be741,2020-08-26 06:00:02,fc:a6:cd:80:8c:68,240
4283931,b6ea84b7d69be741,2020-08-26 06:00:02,e2:fd:8b:de:29:dd,241
3896949,09a9904cb55a89ba,2020-09-14 14:55:06,24:7e:51:82:c2:26,242
3896949,09a9904cb55a89ba,2020-09-14 14:55:06,da:a3:15:6f:ab:b5,243
3896949,09a9904cb55a89ba,2020-09-14 14:55:06,14:4d:67:06:0b:84,244
3896949,09a9904cb55a89ba,2020-09-14 14:55:06,fc:a6:cd:7c:8b:28,245
4382317,e2a25023bf90621a,2020-09-16 18:25:10,58:d9:d5:12:05:f0,246
4370622,0ae52fabb0e6e68f,2020-09-14 05:10:02,2a:3a:4d:72:b5:f7,247
4370622,0ae52fabb0e6e68f,2020-09-14 05:10:02,84:d4:7e:0c:11:80,248
4297014,23693591bdef6972,2020-09-03 09:30:08,6e:24:a6:d6:29:03,249
4297014,23693591bdef6972,2020-09-03 09:30:08,3a:09:ac:20:34:0f,250
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,cc:2d:21:e0:fc:39,251
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,04:95:e6:37:71:50,252
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,cc:2d:21:e0:ae:91,253
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,48:ad:08:85:b4:68,254
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,48:ad:08:85:a3:34,255
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,88:d2:74:c3:5e:ac,256
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,b4:fb:f9:98:0b:24,257
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,40:ee:dd:7a:73:00,258
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,78:58:60:8a:ac:bc,259
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,1a:02:ae:8d:6d:79,260
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,c0:87:eb:dd:9c:e3,261
4339798,5d6cdeba9b2ae792,2020-08-29 18:40:07,2c:ab:00:5d:e4:a8,262
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,98:da:c4:34:2b:02,263
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,80:26:89:6d:c7:a2,264
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,0c:b6:d2:5b:ff:58,265
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,90:03:25:66:0b:bc,266
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,94:0c:6d:a1:f0:ce,267
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,80:41:26:f7:5d:d8,268
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,1c:5f:2b:e4:29:53,269
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,58:b6:33:45:46:28,270
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,00:25:c4:1d:6c:c8,271
4232148,a5d3f384b4286aef,2020-07-23 15:05:14,58:b6:33:45:5a:48,272
2228895,3d76579d24759d03,2020-09-01 09:45:16,00:67:62:60:5b:e0,273
2228895,3d76579d24759d03,2020-09-01 09:45:16,dc:fe:07:5c:e1:f0,274
2228895,3d76579d24759d03,2020-09-01 09:45:16,f8:44:e3:10:87:d8,275
2228895,3d76579d24759d03,2020-09-01 09:45:16,e8:ab:fa:b0:91:2b,276
2228895,3d76579d24759d03,2020-09-01 09:45:16,6c:3b:6b:fa:59:09,277
2228895,3d76579d24759d03,2020-09-01 09:45:16,62:44:e3:10:87:d9,278
2228895,3d76579d24759d03,2020-09-01 09:45:16,e2:8d:04:c5:b8:e2,279
2228895,3d76579d24759d03,2020-09-01 09:45:16,74:da:88:98:5b:ce,280
2228895,3d76579d24759d03,2020-09-01 09:45:16,f4:b5:aa:8c:aa:1a,281
2228895,3d76579d24759d03,2020-09-01 09:45:16,82:35:c1:e9:22:a6,282
2228895,3d76579d24759d03,2020-09-01 09:45:16,94:83:c4:01:a3:54,283
2228895,3d76579d24759d03,2020-09-01 09:45:16,74:4d:28:22:b4:b0,284
2228895,3d76579d24759d03,2020-09-01 09:45:16,6e:3b:6b:fa:59:09,285
2228895,3d76579d24759d03,2020-09-01 09:45:16,e8:01:8d:bb:81:18,286
2228895,3d76579d24759d03,2020-09-01 09:45:16,cc:06:77:25:3f:60,287
2228895,3d76579d24759d03,2020-09-01 09:45:16,cc:06:77:34:77:40,288
2228895,3d76579d24759d03,2020-09-01 09:45:16,b4:43:26:87:17:fc,289
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,94:f6:65:04:a0:f8,290
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,b4:75:0e:84:26:10,291
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,1a:e8:29:9d:e9:84,292
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,18:e8:29:9d:e9:84,293
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,74:3e:2b:00:7a:08,294
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,74:3e:2b:40:7a:08,295
4181275,a1fdc36b8ce8f9fa,2020-09-04 14:40:09,c8:b3:73:60:fb:ad,296
