user_id,customer_id,android_id,trans_time,wifi_list,wifi_list_id
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,cc:06:77:9b:b6:90,46410
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,da:c4:6a:2b:91:37,46411
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,e8:65:d4:2e:22:10,46412
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,50:d4:f7:2a:29:d8,46413
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,fc:a6:cd:8a:fb:40,46414
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,fc:a6:cd:b3:e1:50,46415
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,9c:5c:8e:b2:9e:54,46416
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,00:67:62:67:74:48,46417
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,74:da:88:1f:d6:dc,46418
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,b0:be:76:d2:1d:94,46419
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,34:1e:6b:39:a6:14,46420
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,c8:d0:19:00:f0:f0,46421
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,d0:15:a6:b3:96:b0,46422
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,5c:54:6d:19:a5:a0,46423
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,c4:ff:1f:c0:dd:24,46424
34,4220955,49d77733aec21bf7,2020-06-20 09:45:19,50:1d:93:ba:1b:04,16424
34,4220955,49d77733aec21bf7,2020-06-20 09:45:19,b4:15:13:82:7a:4c,16425
34,4220955,49d77733aec21bf7,2020-06-20 09:45:19,2c:55:d3:d9:01:74,16426
34,4220955,49d77733aec21bf7,2020-06-20 09:45:19,1c:5f:2b:49:95:e7,16427
34,4220955,49d77733aec21bf7,2020-06-20 09:45:19,d4:b1:10:03:c9:34,16428
41,4257587,90200c6d3a95141a,2020-07-16 09:20:19,4a:6f:9c:74:d9:e9,31168
41,4257587,90200c6d3a95141a,2020-07-16 09:20:19,04:95:e6:20:d5:9a,31169
52,4283819,81d40ba49a903dd2,2020-08-02 19:55:07,6a:bf:c4:14:30:c0,43635
52,4283819,81d40ba49a903dd2,2020-08-02 19:55:07,54:a6:19:68:3c:7c,43636
52,4283819,81d40ba49a903dd2,2020-08-02 19:55:07,54:a6:19:68:3c:7e,43637
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,ce:2d:e0:07:27:13,510
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,b0:4e:26:58:d8:2a,13734
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,b0:4e:26:58:ee:1e,13735
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,0c:45:ba:bd:2a:08,13736
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,4c:5e:0c:b6:3f:4d,13737
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,d0:d0:4b:0d:4c:1c,13738
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,34:1e:6b:38:a4:ec,13739
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,0c:45:ba:bd:4f:18,13740
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:fe:20,13741
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,88:5d:fb:c4:78:7a,13742
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,c0:25:e9:a2:85:6a,13743
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:fe:21,13744
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,54:51:1b:a8:be:24,13745
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,bc:9c:31:d2:a9:5c,13746
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,8a:dc:96:3b:42:b8,13747
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:35:20,13748
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,24:9e:ab:ec:11:34,13749
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,1c:5f:2b:f5:f8:86,13750
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,2c:ab:00:46:17:64,13751
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,8c:eb:c6:cd:a5:6b,13752
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,90:03:25:65:2f:f4,13753
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,90:03:25:64:6c:b0,13754
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,88:dc:96:3b:42:b8,13755
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:64:a0,13756
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,d0:d0:4b:0d:56:6c,13757
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:a8:01,13758
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:95:21,13759
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:95:20,13760
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,88:cf:98:6e:0c:50,13761
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,2c:ab:00:45:bc:24,13762
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:35:21,13763
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:64:a1,13764
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:64:b0,13765
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:72:e1,13766
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,d0:d0:4b:0d:47:a4,13767
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:64:b1,13768
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,0c:80:63:b0:48:3c,13769
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:35:31,13770
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,7c:dd:90:ae:fb:4c,13771
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,62:5d:fb:c4:3d:f5,13772
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,d0:d0:4b:0d:49:28,13773
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,b0:4e:26:58:d8:50,13774
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,a6:d9:90:34:a3:63,13775
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,88:5d:fb:c4:3d:f4,13776
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:35:30,13777
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:a8:10,13778
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:95:31,13779
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,90:4e:2b:b0:c7:e4,13780
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:fe:31,13781
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:fe:30,13782
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:95:30,13783
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,76:83:c2:98:94:ba,13784
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:11:a8:11,13785
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,74:83:c2:98:94:ba,13786
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:66:b0,13787
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,48:ad:08:1b:cb:85,13788
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,86:83:c2:98:94:ba,13789
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:e0:91,13790
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,c4:14:3c:68:40:ee,13791
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,c4:14:3c:68:40:ef,13792
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:66:b1,13793
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,88:b1:e1:e1:3a:f1,13794
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,c4:14:3c:68:40:ed,13795
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:af:d0,13796
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:72:f0,13797
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:af:d1,13798
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:72:f1,13799
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,60:38:e0:96:81:6e,13800
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,e8:c7:4f:10:e0:90,13801
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,88:b1:e1:e1:3a:f0,13802
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,e0:3f:49:90:9e:30,17978
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,ac:c1:ee:47:18:1f,17979
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,c4:e9:84:3c:45:ac,17980
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,14:4d:67:3c:30:28,17981
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,36:56:be:c1:91:e3,17982
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,36:56:be:c1:91:e2,17983
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,36:56:be:c1:91:e1,17984
71,3728476,a06d45c1bdbda3df,2020-08-01 19:50:05,10:be:f5:70:12:61,57156
71,3728476,a06d45c1bdbda3df,2020-08-01 19:50:05,28:ff:3e:e4:ab:06,57157
71,3728476,a06d45c1bdbda3df,2020-08-01 19:50:05,00:27:22:f8:84:03,57158
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,74:5b:c5:42:c9:7c,14748
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,00:67:62:7e:dd:28,14749
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,44:d9:e7:be:fc:fe,14750
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,54:e6:fc:ce:19:af,14751
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,04:88:5f:e1:9f:90,14752
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,6c:3b:6b:50:3b:55,14753
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,82:7d:3a:40:b8:4f,14754
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,da:ce:3a:61:b6:d7,14755
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,80:b5:75:79:ff:50,14756
85,4280448,e561cad1fafcfe1a,2020-07-30 11:15:20,bc:8a:e8:2b:c6:8b,18339
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,0e:98:38:e2:ab:0f,56058
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e5,56059
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e0,56060
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e9,56061
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e8,56062
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e7,56063
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e6,56064
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e4,56065
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f6:0b:e2,56066
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,0e:98:38:e6:5b:09,56067
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,d0:ef:c1:10:f7:f4,56068
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:ec:0a:10:b9:13,56069
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f8:d6:63,56070
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f8:d6:65,56071
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f8:d6:62,56072
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f8:d6:60,56073
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f8:d6:61,56074
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:81:c4:f8:d6:64,56075
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,dc:9f:db:b2:71:a8,56076
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,00:2a:10:22:94:43,56077
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,7a:7d:48:0e:89:43,41202
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,74:b5:7e:b2:74:fe,41203
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,22:f7:7c:13:fc:0f,41204
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,fc:a6:cd:33:01:60,41205
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,60:18:88:d6:08:44,41206
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,2c:4d:54:1b:70:d0,41207
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,e8:c7:4f:0e:76:41,41208
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,84:13:9f:21:76:d9,41209
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,30:cb:f8:cb:91:ed,41210
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,b0:4e:26:b6:8b:e6,27425
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,a4:be:2b:c3:0e:1c,27426
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,68:ff:7b:d5:a3:44,27427
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,28:41:c6:54:41:c4,27428
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,28:41:c6:54:40:98,27429
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,18:02:2d:2b:06:4c,27430
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,b4:2a:0e:6f:af:a3,27431
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,e4:6f:13:65:56:e6,27432
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,c4:25:e9:76:dd:f2,27433
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,c0:25:e9:76:dd:f2,27434
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,2c:5d:93:3f:48:48,27435
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,24:f2:7f:bc:b2:d0,27436
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,cc:2d:e0:06:8e:69,27437
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,24:f2:7f:bc:b2:d2,27438
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,24:f2:7f:bc:b2:d1,27439
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,24:f2:7f:bc:ab:10,27440
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,38:a4:ed:63:51:83,27441
106,4226354,72cb87436293a700,2020-08-03 01:17:21,fc:a6:cd:bb:50:b0,24844
106,4226354,72cb87436293a700,2020-08-03 01:17:21,00:67:62:69:2e:c8,24845
106,4226354,72cb87436293a700,2020-08-03 01:17:21,18:e8:29:9d:ec:aa,24846
106,4226354,72cb87436293a700,2020-08-03 01:17:21,18:e8:29:ea:09:65,24847
106,4226354,72cb87436293a700,2020-08-03 01:17:21,2a:e8:29:ea:09:65,24848
106,4226354,72cb87436293a700,2020-08-03 01:17:21,1a:e8:29:9d:ec:aa,24849
106,4226354,72cb87436293a700,2020-08-03 01:17:21,1a:e8:29:ea:09:65,24850
106,4226354,72cb87436293a700,2020-08-03 01:17:21,74:83:c2:2a:7d:c7,24851
106,4226354,72cb87436293a700,2020-08-03 01:17:21,86:83:c2:2a:7d:c7,24852
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,ec:f0:fe:9e:00:f6,42385
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,04:95:e6:56:74:b8,42386
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,c2:87:eb:a8:f4:61,42387
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,f4:b8:a7:a9:27:8c,42388
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,f4:b8:a7:a9:27:8d,42389
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,9c:88:ad:56:67:d8,42390
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,24:58:6e:d8:77:72,42391
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,cc:2d:21:28:b6:c1,42392
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,20:e8:82:da:94:48,42393
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,0e:a8:a7:b5:26:0e,42394
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,00:67:62:5f:58:f8,42395
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,98:de:d0:4d:10:81,42396
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,14:4d:67:4c:ee:74,42397
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,00:67:62:6c:d1:e8,29429
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,0e:a8:a7:e9:38:44,29430
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,70:4f:57:cd:d3:06,29431
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,88:dc:96:75:41:f6,29432
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,18:d6:c7:54:a0:0c,29433
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,70:4f:57:cd:cf:80,29434
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,18:d6:c7:54:a0:c8,29435
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,7c:8b:ca:27:d4:0e,29436
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,00:02:6f:55:85:fd,29437
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,70:18:a7:2f:39:20,29438
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,84:16:f9:37:dc:26,29439
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,7c:8b:ca:52:cf:3e,29440
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,18:d6:c7:54:a3:0a,29441
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,f8:b7:e2:d1:a8:e0,29442
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,70:4f:57:cd:d2:fe,29443
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,18:d6:c7:54:a0:ba,29444
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,70:4f:57:cd:d3:3a,29445
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,88:dc:96:76:95:a0,29446
118,4042258,095fd9ebb1589bcd,2020-07-04 10:35:09,b0:be:76:5e:37:c0,41123
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,c4:b8:b4:57:88:e4,53203
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,44:66:fc:79:c6:09,53204
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,88:86:03:45:70:c8,53205
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,f8:75:88:f2:06:94,53206
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,c4:b8:b4:52:de:24,53207
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,b0:4e:26:b9:b6:5a,53208
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,c8:e7:d8:86:01:c2,55597
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,e8:65:d4:36:31:99,55598
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,e8:65:d4:36:31:98,55599
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,9c:74:1a:ab:05:14,55600
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,28:31:66:7d:11:d9,55601
136,4258178,70f5d032fa8889fb,2020-07-15 21:20:11,fc:a6:cd:88:bf:20,42008
136,4258178,70f5d032fa8889fb,2020-07-15 21:20:11,fc:a6:cd:99:7a:f0,42009
136,4258178,70f5d032fa8889fb,2020-07-15 21:20:11,e8:01:8d:b3:3c:f0,42010
139,4225270,a7b5998517a360c6,2020-07-07 11:35:12,ec:f0:fe:f8:7b:c4,7199
139,4225270,a7b5998517a360c6,2020-07-07 11:35:12,e4:ca:12:cc:a8:11,50284
139,4225270,a7b5998517a360c6,2020-07-07 11:35:12,4e:ca:3c:12:87:73,50285
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,2a:a4:3c:95:19:78,11249
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,2e:a4:3c:95:19:78,11250
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,2a:a4:3c:95:16:91,11251
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,2e:a4:3c:95:16:91,11252
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,76:8d:08:87:9d:a3,11253
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,3c:67:fb:40:6e:0a,11254
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,0e:e0:06:c8:f9:04,11255
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,a0:8c:f8:b8:f1:d8,11256
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,c4:b8:b4:5b:32:24,11257
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,12:2f:0c:a4:6a:40,11258
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,0c:80:63:d5:a0:67,11259
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,a6:d9:90:26:e3:6f,11260
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,90:17:c8:3b:7a:9e,11261
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,2c:55:d3:85:00:f4,11262
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,34:0a:98:f8:1f:b0,11263
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,40:ee:dd:79:e7:74,11264
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,c8:3a:35:45:d0:b8,11265
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,3c:9a:77:17:80:f6,18970
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,24:9e:ab:eb:49:54,18971
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,d4:76:ea:f7:97:45,18972
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,50:6f:77:90:64:20,18973
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,50:0f:f5:52:67:a0,18974
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,0c:41:e9:72:df:d0,18975
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,18:a6:f7:58:01:14,3335
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,c0:87:eb:81:9e:85,3336
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,e4:6f:13:67:36:62,3337
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,00:27:15:06:95:95,3338
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,e4:46:da:63:fa:74,3339
172,4216582,f3819fe86f2c0624,2020-07-29 16:35:05,40:ee:dd:7b:bf:ec,52922
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,60:d7:55:da:48:b8,18449
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,fc:a6:cd:b4:97:00,18450
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,60:d7:55:da:e1:04,18451
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,24:9e:ab:eb:9b:58,18452
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,9c:52:f8:39:c8:94,18453
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,58:60:5f:57:06:d0,18454
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,22:f7:7c:02:d0:71,18455
194,4228820,d3b346a7766486aa,2020-07-10 10:10:25,c8:5a:9f:82:05:20,6684
194,4228820,d3b346a7766486aa,2020-07-10 10:10:25,18:44:e6:cc:fb:84,6685
