user_id,customer_id,android_id,trans_time,wifimac,wifimac_id
85,4280448,e561cad1fafcfe1a,2020-07-30 11:15:20,E6:68:0C:9E:2F:3C,10201
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,20:34:FB:E3:E6:D4,33050
87,4291273,4a814ad034345693,2020-08-06 08:25:26,80:35:C1:46:56:C5,19104
88,4227247,e590d68a72718b63,2020-06-25 12:45:08,2A:E6:63:F1:86:5F,29096
89,4214242,649ad67d774f44f0,2020-07-19 19:00:17,A4:D9:90:2B:15:97,23388
90,3923444,2a4c2d98ddbbc157,2020-07-17 22:05:13,A4:93:3F:0E:19:C6,15275
91,4229458,3456b0f6e111f4b2,2020-06-27 12:15:06,20:34:FB:ED:98:B4,4503
92,4222123,52e892327cca76dc,2020-07-18 12:45:10,58:85:A2:E8:5C:7B,20777
93,4260463,22fff75f751309f8,2020-07-17 12:35:17,B4:CB:57:78:66:77,8539
94,4123165,530fb2f99abcd2e5,2020-07-29 12:05:11,EC:D0:9F:41:6F:1D,29561
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,A4:D9:90:51:2A:75,10181
96,4246959,7848499bb029267b,2020-07-09 07:35:08,9C:5F:5A:92:F7:D5,20274
97,4280639,a71260c786b1d4ca,2020-07-29 17:25:13,8C:B8:4A:7A:12:BB,26274
98,3972874,b3300a509b41c2bf,2020-07-30 10:45:24,E0:1F:88:6A:71:E8,18188
99,4253097,97c33bdd74d9e28c,2020-07-13 11:55:04,F4:60:E2:B4:E4:B6,33547
100,2313874,486e4b0453d90a14,2020-07-23 20:25:15,68:BF:C4:16:40:90,27158
101,4209399,3856ebc6fc5cac6e,2020-06-11 10:05:09,5A:A7:13:81:BF:F1,9165
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,34:E9:11:3A:12:7B,15616
103,4257468,bc336d8f87370b47,2020-07-16 13:55:05,04:D6:AA:92:69:47,12014
104,4281064,4f552106bff9a8f0,2020-07-29 22:15:12,1A:F2:AA:D4:1D:F8,23390
105,4270161,75c3a34ca28676cc,2020-07-22 16:25:07,44:46:87:84:81:B1,25847
106,4226354,72cb87436293a700,2020-08-03 01:17:21,9C:6B:72:0F:4D:EB,14122
107,4291238,65e726a29acaebec,2020-08-06 07:55:17,A8:40:AC:34:8A:AE,14450
108,4256232,c58dac6d63c1deed,2020-07-14 20:15:10,B8:C7:4A:C6:B9:E5,18666
109,4230078,f3c66ed1ed9a2154,2020-06-27 16:45:09,20:F7:7C:2B:EB:23,19298
110,4284523,3790bd131bd6d46f,2020-08-01 18:50:09,2C:5D:34:97:BE:0B,24722
111,549310,f73397ac5e1b154e,2020-06-29 16:30:11,20:74:54:A6:4A:91,9168
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,20:34:FB:DA:7A:0E,24723
113,3719359,cffa8febae4b01f3,2020-07-25 21:10:08,38:78:62:03:EA:C3,15930
114,4226939,8f97b99ff6d309e7,2020-06-25 10:10:13,2C:4D:54:AE:33:94,8376
115,3941405,fb887a8f360cc71d,2020-07-18 16:50:11,28:31:66:75:D0:C9,32002
116,4002904,5ece68293170f5ff,2020-07-10 10:30:15,E4:C4:83:53:87:FF,28790
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,20:34:FB:D5:58:5C,16891
118,4042258,095fd9ebb1589bcd,2020-07-04 10:35:09,F0:67:28:73:43:DF,23943
119,4254138,98bcfb9f3c3c73ea,2020-07-13 14:45:17,A4:D9:90:D5:95:43,22557
120,4209781,159b9897e732adb4,2020-06-09 18:15:05,A4:D9:90:D3:22:EB,2811
121,2611192,46b97bfbca28e5c2,2020-06-23 19:50:07,CC:2D:83:88:ED:AF,20737
122,4263173,3ccc3fa6f1522367,2020-07-18 13:55:09,D0:9C:7A:17:A4:EE,10646
123,2049265,3535c09d5e0ae450,2020-07-22 19:00:09,4C:ED:FB:24:6F:DF,21611
124,4246105,ce5607f8fcb00e23,2020-07-17 02:05:08,20:34:FB:EF:3B:A6,13805
125,4216769,4f972dbb4c63f29f,2020-06-16 08:25:25,8C:BF:A6:52:6E:85,31332
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,1C:77:F6:4A:0C:0B,31334
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,0C:98:38:10:FA:C7,32831
128,3770778,3f23690349533e5c,2020-06-29 12:15:10,34:E9:11:4B:46:53,32414
129,4275129,c488e08139528026,2020-07-27 05:00:11,D0:B1:28:BD:FD:63,29475
130,4255491,65967b1da1b0de60,2020-07-14 13:15:27,20:47:DA:2F:82:1D,27654
131,4288407,8841ec65876bad4a,2020-08-04 13:31:23,38:A4:ED:BD:C7:3D,17501
132,4236793,56d7531d8261e640,2020-07-08 12:20:07,78:02:F8:7A:3C:A5,14278
133,1097410,33050c8c60031570,2020-06-04 15:35:07,80:79:5D:89:A3:9F,23563
134,3578825,493a551f9917d13a,2020-07-16 09:45:05,24:79:F3:6D:CC:93,9086
135,4291055,c8a83b231c8d20ae,2020-08-06 02:35:05,18:02:AE:96:1F:A1,1274
136,4258178,70f5d032fa8889fb,2020-07-15 21:20:11,2C:5D:34:8E:AB:31,24412
137,3856119,2b1669309453f71c,2020-08-05 08:05:23,24:79:F3:70:E5:47,289
138,3978903,8a409f89570ac16c,2020-07-01 18:00:09,20:5E:F7:2A:68:B6,27556
139,4225270,a7b5998517a360c6,2020-07-07 11:35:12,48:83:B4:61:DB:03,3642
140,4219573,d9261c462f4c73b5,2020-06-18 06:45:10,80:35:C1:56:E9:F8,29651
141,4263536,7978e636e5c42a82,2020-07-19 09:00:13,A4:D9:90:14:76:FF,25258
142,3970827,47f72b7217e30047,2020-07-06 13:20:16,08:C5:E1:A6:B1:B1,31578
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,30:94:35:63:BC:5D,5854
144,4236602,5b398ea6710122b1,2020-07-03 11:00:08,50:29:F5:D4:BD:39,33254
145,3310359,6ed422fbac0588bb,2020-07-19 15:25:06,24:18:1d:c9:d4:31,161
145,3310359,6ed422fbac0588bb,2020-07-19 15:25:06,24:18:1D:C9:D4:31,162
145,3310359,6ed422fbac0588bb,2020-07-19 15:25:06,86:3B:AC:E2:9A:75,163
146,4269666,0a5c661814ad2ca2,2020-07-22 11:30:08,18:D0:C5:62:C9:CB,16115
147,4257281,8f7103d054b1ac05,2020-07-15 13:05:38,00:90:4C:1E:D3:94,32483
148,4260697,1c40452bb5a651e0,2020-07-17 14:15:41,0C:98:38:F9:BF:89,24526
149,4249030,6bf948584953eee6,2020-07-09 22:55:11,20:34:FB:D8:71:70,21955
150,2355708,c155679578c60a65,2020-07-13 20:35:06,94:87:E0:4D:BF:E3,32446
151,4248597,b2044b2712a939d2,2020-07-10 09:25:15,18:01:F1:14:1B:E4,32878
152,4259196,c3cf60616c1dbc19,2020-07-16 15:00:15,30:84:54:E8:8B:F5,29530
153,4268625,c53629e495ecac5c,2020-07-21 15:30:11,0C:9D:92:9B:82:5A,4785
154,4188724,3a7c77932c3301b0,2020-07-24 06:05:07,A4:D9:90:F2:BC:F5,9387
155,4208658,b62d6835f479ca0a,2020-06-18 13:55:09,20:F7:7C:2E:2D:AB,27495
156,3619801,7bc64922d473c6b0,2020-07-30 17:05:11,38:E6:0A:9F:68:B2,8713
157,4237347,c4f4323d6a3801ae,2020-07-10 17:30:04,B4:A5:AC:C5:C0:51,8885
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,08:3D:88:5B:6E:2E,10635
159,3872458,a3816dbd7506e772,2020-07-12 12:35:16,94:D0:29:41:09:5F,19963
160,3880990,d4823c1420b1bc55,2020-06-13 09:05:15,AC:5F:3E:0C:08:47,25177
161,3496241,c7a8d04a242f58bf,2020-06-15 14:35:07,8c:be:be:12:37:6f,20407
161,3496241,c7a8d04a242f58bf,2020-06-15 14:35:07,8C:BE:BE:12:37:6F,20408
162,4238708,e3ab52dd19b655d4,2020-07-06 10:55:10,0C:98:38:03:C8:E9,20112
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,08:7F:98:B0:29:C1,1674
164,4243321,707e863c9ead1b30,2020-07-07 09:40:09,20:34:FB:DA:8E:DA,11335
165,4286399,dc8a98f622dbe1a4,2020-08-02 16:30:17,14:56:8E:60:8E:52,24142
166,4237187,164c4aeea0142c73,2020-07-03 06:50:08,54:0E:2D:D0:30:01,14661
167,4232106,26b6ce1db9757a5f,2020-06-29 19:30:08,0C:98:38:FB:C9:E7,4126
168,4242315,7161d3510f4edd0e,2020-07-27 11:45:33,20:5E:F7:9D:70:C4,6104
169,2375428,a5218bb7499de031,2020-07-09 13:00:05,94:87:E0:0D:29:12,31393
170,4273086,ccd6b3de42fe0607,2020-07-24 22:25:08,40:45:DA:D1:74:4D,21085
171,4233923,9f7820a60b983fb0,2020-07-04 08:35:10,20:F7:7C:33:F7:F7,14424
172,4216582,f3819fe86f2c0624,2020-07-29 16:35:05,20:F7:7C:2C:4D:C3,31172
173,2951998,f47f6d83e3f7c447,2020-07-15 12:15:07,24:18:1D:8B:70:54,26865
174,4215810,606e4a445f9f88af,2020-08-05 08:50:08,98:C8:B8:9E:47:21,17166
175,4177669,06457391ceca3511,2020-08-01 15:55:23,0C:98:38:C4:09:B3,23989
176,4250687,c6eb49e63e2266a1,2020-07-11 11:45:11,C0:87:EB:35:28:95,5627
177,4103937,8b1e131ca75a4f65,2020-07-20 18:15:01,1C:77:F6:4C:1B:D7,27559
178,4261282,003127f8cedcbe38,2020-07-17 17:10:20,60:45:CB:75:C5:CC,20755
179,1640924,b760d3784b3f93cb,2020-07-06 10:25:42,34:80:B3:F6:0F:89,3275
179,1640924,b760d3784b3f93cb,2020-07-06 10:25:42,34:80:b3:f6:0f:89,3276
180,4257687,bf85345297967feb,2020-07-21 08:10:01,04:D6:AA:2A:9D:1D,20307
181,4250695,f974ef7f0c84dc05,2020-07-11 17:05:06,A4:D9:90:2D:A6:A1,32699
182,4278323,1cbd547fefdaeea8,2020-07-28 12:55:15,6C:59:36:51:4D:80,18261
183,4244405,c1f4e219a44b7221,2020-07-17 15:55:13,34:E9:11:2C:EB:CD,28922
184,4123099,cbf305dc557eb7ed,2020-07-12 20:35:12,C4:E3:9F:B3:EB:3F,24413
185,3976680,b82d078b757d36ba,2020-08-06 15:05:21,88:D5:0C:37:27:5E,28837
186,4213287,d4d7b5ffe61e8bb5,2020-06-12 06:50:10,58:85:A2:5C:8C:3F,16965
187,504544,dd4cbb51dcfb42dd,2020-06-29 13:50:08,D0:9C:7A:1C:7A:82,26095
188,2487457,a60b8638aadb4eba,2020-07-19 20:05:05,80:79:5D:41:47:D1,2844
189,4152521,095ca1b7b6c2c360,2020-06-20 09:10:12,0C:A8:A7:C2:16:74,2176
190,4215837,4e898fa075faa806,2020-06-15 11:05:16,FA:2F:E3:2E:46:A3,18166
191,3443287,3894d1576d0ec42e,2020-06-13 12:05:10,6C:24:A6:ED:18:BD,3170
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,CC:2D:83:AB:35:08,10288
193,4254428,815b302424ed9958,2020-07-13 18:25:16,D0:9C:7A:14:C0:42,16552
194,4228820,d3b346a7766486aa,2020-07-10 10:10:25,4C:49:E3:BF:6D:48,3411
195,4273099,5c7e66b5cb1a5698,2020-07-24 22:45:07,24:18:1D:2C:18:63,25377
196,4279225,59762c767c5cb421,2020-07-31 15:10:02,0C:A8:A7:C4:AE:D4,21187
197,660050,952729af6e6b0932,2020-07-19 15:25:21,B4:CB:57:70:BD:D5,22285
198,4217418,f77e648ea69425da,2020-06-16 11:25:13,70:4D:7B:58:D4:A0,33872
199,4159245,059e81a0621b2248,2020-07-06 18:35:16,58:85:E9:5C:EF:ED,3986
200,4276819,54c171e854a07739,2020-07-27 14:15:06,1A:8C:52:72:B8:DC,33917
201,4202939,b15bebe80677dab6,2020-06-24 17:25:06,1C:77:F6:EC:7A:61,31190
202,3760789,565c1db56bb642dc,2020-07-24 10:03:17,C8:AE:9C:4E:9C:D6,13630
203,4270537,ef89d8fbe8172a8e,2020-07-24 12:00:11,E0:1F:88:62:6E:10,22287
204,4210430,98b08a3556e27a39,2020-07-14 08:35:21,20:F7:7C:0B:69:D5,11227
205,4262929,a1aa04c21ddcfead,2020-07-18 12:25:17,88:D5:0C:14:60:EC,28070
206,4271434,e48f85f3bdd1c61a,2020-07-23 16:40:06,84:6F:CE:04:D6:D1,15415
207,4266228,79b4a09d281a5a3d,2020-07-20 06:35:13,A4:F0:5E:21:95:DF,7417
208,4248696,2c276a6476970c1a,2020-07-09 19:30:07,30:07:4D:8B:62:A1,2015
209,3851445,5966a4ead911f582,2020-07-10 09:30:23,60:F1:89:7D:75:02,28960
210,3994740,e7bcb9846ad72036,2020-07-26 15:15:13,DA:D1:AF:A2:C6:E7,6865
211,4241669,f73083dab31bed80,2020-07-17 13:30:04,4C:1A:3D:80:3F:EA,34002
212,4058029,9035ab97531a22c2,2020-07-14 11:30:19,80:35:C1:43:28:B9,20422
213,3448372,8c59e4a6e69a32cf,2020-07-14 14:40:34,a4:d9:90:82:3d:d1,6972
213,3448372,8c59e4a6e69a32cf,2020-07-14 14:40:34,A4:D9:90:82:3D:D1,12077
214,4229405,1be05c95e9f003b2,2020-07-19 18:50:04,C0:87:EB:4B:66:D7,23551
215,4219543,54c160944bafaddd,2020-07-25 05:40:14,00:90:4C:55:3E:F8,20434
216,3920556,94aa707cd2f634ba,2020-06-12 15:35:09,88:D5:0C:36:EC:E4,16885
217,764315,b7b4f05e2aef313a,2020-06-26 11:05:06,D8:A3:15:85:35:1F,22999
218,4255403,9fd0643cd302ee6d,2020-07-15 09:45:27,60:45:CB:7D:3A:88,31411
219,3745425,d256284ea0c4f698,2020-06-18 17:05:11,48:83:B4:60:4A:C5,30641
220,3429701,1fe67389fc51f6e0,2020-07-31 19:15:07,4C:6F:9C:72:67:55,32657
221,2813356,f529a7d452029de7,2020-06-15 13:03:18,20:5E:F7:3E:74:20,27640
222,4281561,db68b11f24ebb03e,2020-07-30 09:35:25,D8:A3:15:79:9F:AB,21383
223,1384973,e235421b78f4790f,2020-07-19 05:00:10,D0:9C:7A:15:BF:98,26767
224,2155840,6b84065189a421f2,2020-08-05 17:40:09,08:7F:98:AC:E3:B5,12075
225,4289083,424ca50a8e894bf2,2020-08-05 01:35:08,E8:3A:12:64:CF:BB,13515
226,3690079,f9a7f965ab0e5c9a,2020-07-16 10:25:05,4C:1A:3D:87:BC:05,3215
227,4023312,8006d37a4079f003,2020-07-03 11:25:07,30:94:35:62:AC:97,3876
228,3922837,049ae4f0beee4498,2020-06-15 13:25:17,70:5E:55:2B:04:9F,17151
229,4189466,e5c6f7c27c26beaa,2020-07-11 10:25:19,A8:1B:5A:CB:99:A3,2502
230,4239103,ac35f3a14933ee63,2020-07-04 07:25:13,B4:A5:AC:CB:C1:47,32605
231,4279658,3bdb2b7cf5c94fa0,2020-07-29 16:40:12,20:5E:F7:5A:06:B0,28620
232,4214431,8eab331c026d01d3,2020-06-13 17:15:20,0C:98:38:6F:5A:2F,23510
233,4287757,1e39319c068ca122,2020-08-04 11:35:12,0C:98:38:2A:57:FB,17897
234,4251706,1a9bab550013baef,2020-07-13 05:01:08,C4:FE:5B:72:F4:7B,2725
235,3795795,0d69b0dc1622f9e9,2020-08-01 18:15:08,20:F7:7C:0B:B5:2D,4488
236,2886901,3c8bf9a5e8dfbb91,2020-06-24 10:40:06,0C:A8:A7:48:BB:76,19343
237,4249889,4cc5bdd95496ec23,2020-07-10 16:30:18,B4:CB:57:7C:AF:97,17367
238,4276355,b093b7e5e1157e54,2020-07-27 19:10:08,04:B1:67:A1:FD:C3,7655
239,4201699,f53aae72d8bb34f7,2020-07-07 15:35:30,64:DB:43:88:71:1E,24246
240,4248224,42f296db5bd431ec,2020-07-11 09:25:07,96:52:3A:9B:B1:FB,8579
241,4274998,ac0497b513b2c822,2020-07-26 08:25:13,30:CB:F8:E5:5C:15,11070
242,3830087,e6533aac86ba2090,2020-07-12 12:25:08,58:85:E9:5C:C6:37,11068
243,2359566,e09da0e57de2041b,2020-07-02 11:05:10,34:e9:11:04:73:91,32067
243,2359566,e09da0e57de2041b,2020-07-02 11:05:10,34:E9:11:04:73:91,32068
244,4246325,5ee9cb8cea1a3dba,2020-07-12 18:45:10,A4:D9:90:FE:32:8B,12764
245,666804,48dd363d5aa0ec62,2020-06-26 09:25:09,CC:2D:83:AC:E1:17,12763
246,4239692,eb13a64661330a44,2020-07-04 19:40:06,F0:67:28:6E:4B:0D,13621
247,4275622,cb3eff7aa41201a7,2020-07-26 17:15:07,5C:66:6C:96:85:9F,16122
248,4276792,6330fa244c2dc6ae,2020-07-27 12:05:16,F4:60:E2:F2:CF:70,8342
249,4240460,f7881022f9e6896d,2020-07-06 13:35:09,0C:98:38:5E:7B:77,30487
250,3983260,a232fe2203dd7536,2020-06-17 20:05:10,C0:87:EB:D2:22:C3,27049
251,4264676,ed9998801ab74e82,2020-07-19 19:00:16,28:3F:69:45:44:1E,31614
252,4267737,e42b12fcefda9723,2020-07-21 13:10:03,E4:C4:83:49:67:33,6824
253,4208445,1806b351e85e884e,2020-06-12 18:05:10,20:34:FB:D7:B1:1A,11333
254,4166026,ae0f84ee7f84b965,2020-07-29 10:00:34,24:79:F3:11:EF:E7,12150
255,4267975,32b2ab364a4003c5,2020-07-31 19:20:13,70:B7:AA:B0:A2:FD,15022
256,4286408,d501941a860e5693,2020-08-03 14:35:18,F0:EE:10:19:39:92,4209
257,4281181,b5685a4f6fd48536,2020-07-30 13:10:08,1C:B7:2C:4F:A7:21,8808
258,3877683,4edbb65a106a55cd,2020-06-18 17:45:08,20:34:FB:F5:40:DC,30727
259,4285400,6f0fccb53d3e89b6,2020-08-03 12:15:23,68:BF:C4:54:E7:26,15677
261,3594742,d0129ed9b726e079,2020-08-01 06:50:02,68:BF:C4:34:CB:1E,11298
263,4246089,b1b5c06a2d812290,2020-07-09 09:15:12,F4:D6:20:93:D2:D2,29846
264,3810268,35c310768e3db4ae,2020-06-11 09:55:11,20:34:FB:EF:EF:EA,30031
265,4063444,649c3bccff72d471,2020-07-06 17:45:20,88:D5:0C:35:9A:A4,9643
266,3938129,62b33c14e74e6217,2020-08-03 16:50:19,92:1B:7F:80:C5:67,608
266,3938129,62b33c14e74e6217,2020-08-03 16:50:19,A4:D9:90:2B:90:5B,609
267,4279395,c791cfe4c163021c,2020-08-04 12:52:10,C4:FE:5B:73:56:0D,10426
268,4281793,4f10634f7c46aed4,2020-08-02 02:35:07,6C:24:A6:E3:D0:03,26811
270,4093353,4be217c318de8b3c,2020-06-04 08:55:07,F4:60:E2:8B:F2:56,21420
271,4289709,ef7b8976f02c4dae,2020-08-05 13:50:25,B4:CB:57:6E:3E:79,18185
272,4246522,327891ffa5ecf2fa,2020-07-09 09:00:16,08:7F:98:E6:F0:D3,27294
273,2005555,75b7105631eadb4b,2020-07-29 09:25:18,94:87:E0:78:3D:80,1863
