user_id,customer_id,android_id,trans_time,ipv4,ipv4_flag,ipv4_id
484,4281618,dbd690f6476707e5,2020-07-30 11:30:04,100.120.129.122,1,2016
487,3868227,a0c6040e8dfaf4e6,2020-07-03 09:00:14,105.58.22.9,1,1140
505,2424320,130fbf70108ac0a9,2020-06-20 19:00:07,102.33.65.100,1,2721
505,2424320,130fbf70108ac0a9,2020-06-20 19:00:07,102.82.137.77,1,2722
505,2424320,130fbf70108ac0a9,2020-06-20 19:00:07,102.26.186.82,1,2723
505,2424320,130fbf70108ac0a9,2020-06-20 19:00:07,102.45.6.58,1,2724
505,2424320,130fbf70108ac0a9,2020-06-20 19:00:07,105.62.147.24,1,2725
511,4220271,9c185dade9208ca5,2020-06-18 19:55:08,100.105.213.147,1,7207
513,2222567,126ac95522c14333,2020-07-04 08:00:13,102.0.26.50,1,7006
513,2222567,126ac95522c14333,2020-07-04 08:00:13,102.59.124.73,1,7007
514,4203975,053f8417ed7d001d,2020-07-12 05:40:09,100.68.207.186,1,7801
518,1798889,56edc4b8ff0e711d,2020-07-12 12:35:17,102.93.104.248,1,7825
520,4180527,2c87c4764ee2ba32,2020-06-18 10:25:09,100.71.219.129,1,601
520,4180527,2c87c4764ee2ba32,2020-06-18 10:25:09,100.74.248.168,1,602
520,4180527,2c87c4764ee2ba32,2020-06-18 10:25:09,100.65.141.140,1,603
520,4180527,2c87c4764ee2ba32,2020-06-18 10:25:09,100.71.196.240,1,604
520,4180527,2c87c4764ee2ba32,2020-06-18 10:25:09,100.68.168.161,1,605
525,4214640,37250c0e26748056,2020-06-14 05:00:36,100.64.154.198,1,6998
527,4263852,bc6faf1b28427ae4,2020-07-28 12:05:13,100.115.188.9,1,1513
532,4253366,2d615a29797fbf91,2020-07-13 07:30:23,100.67.53.229,1,303
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.80.234.73,1,5405
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.83.246.50,1,5406
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.92.118.199,1,5407
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.95.255.28,1,5408
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.92.233.206,1,5409
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.95.128.178,1,5410
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.95.211.242,1,5411
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.80.215.192,1,5412
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.82.130.109,1,5413
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.85.73.190,1,5414
533,4150610,217028ff3c189cef,2020-07-12 06:00:05,100.90.43.66,1,5415
544,4206907,aa9bc3e21f813261,2020-06-04 10:45:10,100.69.52.164,1,4821
557,4199268,a2df104980b4f83a,2020-06-02 05:00:53,100.69.84.74,1,6982
561,4209161,0afbc967daebd32a,2020-07-25 17:45:10,100.67.79.180,1,7381
578,4178932,f5a162d57b70a376,2020-06-06 12:00:08,102.39.47.236,1,1340
578,4178932,f5a162d57b70a376,2020-06-06 12:00:08,105.41.112.225,1,1341
592,4278541,7a790b8247f7e723,2020-07-28 14:20:06,100.103.245.66,1,4649
605,4250757,816097b9e2fc8490,2020-07-11 13:20:08,100.113.220.7,1,4784
612,3913457,fba5c714ce8129f9,2020-07-07 05:00:47,105.4.96.220,1,1102
638,4036693,0637a0cb189e4099,2020-07-18 22:10:09,100.68.132.36,1,327
638,4036693,0637a0cb189e4099,2020-07-18 22:10:09,100.78.111.163,1,328
638,4036693,0637a0cb189e4099,2020-07-18 22:10:09,100.64.41.126,1,329
638,4036693,0637a0cb189e4099,2020-07-18 22:10:09,100.64.111.235,1,330
640,1375320,13ee82e66dae922d,2020-07-17 20:35:01,100.73.169.15,1,8488
648,3940500,6209c9d3714457cc,2020-06-27 09:55:07,100.112.224.170,1,2401
655,4180398,13f598b60e5bd478,2020-07-16 11:50:10,100.65.199.113,1,2757
661,4205971,646c866b8fe37ba5,2020-06-03 15:45:07,100.125.193.78,1,4121
663,4237245,6bacd1cd90da065a,2020-07-03 08:35:10,192.188.146.53,1,4400
667,4235147,72e1afe18aff8b1f,2020-07-02 01:00:21,100.66.2.139,1,5208
667,4235147,72e1afe18aff8b1f,2020-07-02 01:00:21,100.65.19.18,1,5209
669,4110277,51ffb7e432b34dbd,2020-07-12 15:55:09,100.71.57.173,1,171
669,4110277,51ffb7e432b34dbd,2020-07-12 15:55:09,100.102.62.25,1,172
672,4135458,97c81a45c6a09dcb,2020-06-01 20:40:07,100.70.232.195,1,8308
677,4183192,d78cd376edb21da3,2020-07-27 10:45:34,105.139.107.56,1,7619
677,4183192,d78cd376edb21da3,2020-07-27 10:45:34,105.143.201.208,1,7620
677,4183192,d78cd376edb21da3,2020-07-27 10:45:34,105.140.253.186,1,7621
677,4183192,d78cd376edb21da3,2020-07-27 10:45:34,102.141.81.91,1,7622
677,4183192,d78cd376edb21da3,2020-07-27 10:45:34,102.129.59.160,1,7623
687,3595711,49ffec604b072eaa,2020-06-25 17:10:06,100.74.240.91,1,3331
687,3595711,49ffec604b072eaa,2020-06-25 17:10:06,100.74.228.209,1,3332
688,3018365,ed6c85a5ab950945,2020-07-28 14:35:10,100.99.154.105,1,316
691,3932040,1f313432c3fdb6ee,2020-07-28 16:10:15,100.97.202.73,1,3567
699,4022103,bf1cbcca5a363ea1,2020-07-31 15:00:10,100.113.16.109,1,7762
709,2030529,207c7112834991d9,2020-07-05 16:05:14,100.66.203.213,1,1302
716,4052143,bb516c3491f320ef,2020-08-02 20:00:14,192.1.1.4,1,1924
724,3790677,13ee1816ab7741ec,2020-07-28 14:55:21,100.73.215.89,1,6277
725,3572940,6c1303551ba4a8a6,2020-07-13 17:40:13,100.104.219.111,1,8146
739,4236734,ed2a9567661506a0,2020-07-17 13:55:16,100.71.94.222,1,2549
745,4263906,3979051434cf2e83,2020-07-27 14:40:13,105.75.38.19,1,6594
745,4263906,3979051434cf2e83,2020-07-27 14:40:13,105.83.232.162,1,6595
745,4263906,3979051434cf2e83,2020-07-27 14:40:13,100.117.34.236,1,6596
750,3712484,428d418a1892e9a2,2020-07-07 14:05:27,100.67.136.89,1,20
755,4287143,01a36ebeb71d0bf7,2020-08-05 01:04:20,100.88.19.231,1,6991
765,4244775,6a4a77c4207bfebf,2020-07-07 17:40:11,100.64.158.131,1,6140
766,4221019,5150ccb3921a1701,2020-06-19 18:30:09,105.31.156.241,1,6052
781,4284242,f63caae9e7c97dae,2020-08-01 18:45:10,102.11.126.13,1,4950
783,1082529,2d970924788f2bf6,2020-07-02 17:20:12,102.242.211.101,1,3116
783,1082529,2d970924788f2bf6,2020-07-02 17:20:12,102.244.65.163,1,6053
783,1082529,2d970924788f2bf6,2020-07-02 17:20:12,102.15.209.124,1,6054
783,1082529,2d970924788f2bf6,2020-07-02 17:20:12,102.240.247.153,1,6055
793,4214741,2c3f0b5c1d112e5d,2020-07-15 09:50:11,100.68.144.153,1,4251
804,3951676,dbfb723b9a0c2efc,2020-06-16 17:05:15,100.66.165.43,1,2451
825,3302003,b5ff0ad4f77ff42e,2020-08-03 17:35:14,100.110.10.231,1,199
826,4139575,1257a63d0e858957,2020-07-06 05:00:41,105.42.8.200,1,6010
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.77.127.25,1,3767
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.123.211.21,1,3768
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.21.80.149,1,3769
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.233.210.225,1,3770
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.100.163.73,1,3771
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.87.244.212,1,3772
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.23.81.128,1,3773
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.93.239.101,1,3774
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.237.182.48,1,3775
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.238.96.31,1,3776
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.117.236.170,1,3777
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.211.119.141,1,3778
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.82.38.159,1,3779
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.127.165.172,1,3780
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.236.243.253,1,3781
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.198.185.238,1,3782
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.125.69.133,1,3783
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.198.173.139,1,3784
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.77.77.148,1,3785
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.193.161.199,1,3786
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.211.164.43,1,3787
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.235.26.161,1,3788
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.98.61.36,1,3789
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.203.67.151,1,5140
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.195.129.122,1,5141
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.205.6.191,1,5142
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.100.249.72,1,7850
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.75.167.8,1,7851
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.104.215.124,1,7852
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.107.146.250,1,7853
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.228.193.202,1,7854
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.125.46.4,1,7855
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.165.203.57,1,7856
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.91.123.84,1,7857
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.106.150.191,1,7858
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.120.99.208,1,7859
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.77.112.182,1,7860
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.92.96.250,1,7861
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.195.131.121,1,7862
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.22.223.234,1,7863
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,102.193.162.131,1,7864
834,1913937,c8f37ff14923ef13,2020-07-17 07:55:02,105.124.44.221,1,7865
836,4233959,8211f41af0457ec2,2020-07-09 09:55:16,100.100.91.231,1,3333
840,4216025,90c0b75a09c1bdea,2020-06-17 13:40:13,100.100.161.1,1,150
840,4216025,90c0b75a09c1bdea,2020-06-17 13:40:13,100.110.58.163,1,151
856,808488,7ed28e3050edd6a2,2020-07-04 08:05:09,100.71.6.243,1,3205
859,4207208,12f52f62b9af6be6,2020-07-07 10:40:20,100.96.91.252,1,8486
863,4156027,f6c899de24ab2d27,2020-07-12 15:00:53,105.43.140.136,1,6635
863,4156027,f6c899de24ab2d27,2020-07-12 15:00:53,105.61.3.62,1,6636
877,4209895,227a9c8123a213e7,2020-07-21 16:45:06,100.73.155.62,1,6558
882,4268801,49bd3497f28cebf8,2020-07-21 17:05:10,100.84.118.205,1,1910
883,3613258,74a40f0fe81ff8f3,2020-07-17 15:05:24,100.67.87.204,1,7559
883,3613258,74a40f0fe81ff8f3,2020-07-17 15:05:24,100.69.182.73,1,7560
891,4060918,f50284754a71e415,2020-06-16 16:05:15,105.9.253.238,1,2191
892,3770342,fc4b9b5ba1d28de2,2020-07-01 11:45:08,100.73.107.108,1,8004
892,3770342,fc4b9b5ba1d28de2,2020-07-01 11:45:08,100.70.40.201,1,8005
894,3989475,4db432e654b94532,2020-06-05 15:50:11,198.51.100.111,1,260
903,4216368,5b64b78d05547ec5,2020-06-16 14:25:07,100.67.55.67,1,5228
911,3980311,d6cc1f1c84477c5d,2020-07-22 14:25:36,100.69.64.130,1,4431
913,3961804,3f765e8d50eb17fd,2020-07-22 13:05:17,100.106.76.186,1,8042
922,4282734,b18277125f6636d1,2020-07-31 07:35:16,100.118.86.197,1,2931
932,4261809,26c19c02e09d2911,2020-07-18 16:30:23,105.128.79.114,1,3265
932,4261809,26c19c02e09d2911,2020-07-18 16:30:23,102.3.106.178,1,3266
933,4218111,1884bc48067d2a4c,2020-07-07 18:55:27,100.85.51.227,1,622
934,4271827,eafff7a54e499175,2020-07-23 22:50:11,100.116.77.203,1,1183
935,4114037,42daadf0479e0c62,2020-08-04 10:35:16,100.72.124.103,1,7423
942,4078384,802660c2e8a981ff,2020-07-09 16:55:15,100.68.155.38,1,7272
945,4255219,9c5a312ebfd69d67,2020-07-20 20:00:11,192.200.39.14,1,4379
960,4277514,45b5cd17d17bbaff,2020-07-28 10:57:59,100.99.164.211,1,753
968,4092798,63e0883f687d8ae2,2020-06-30 09:45:21,192.167.14.36,1,2141
972,4261760,0afa21f7751d8eac,2020-07-18 12:00:12,100.77.209.249,1,5113
974,4246080,78a560d613c38124,2020-08-01 10:40:14,102.3.119.60,1,2135
974,4246080,78a560d613c38124,2020-08-01 10:40:14,100.64.82.63,1,2136
976,3757908,f4f0acc78cc11de5,2020-07-15 13:25:08,100.74.154.132,1,6450
982,4270175,3eeac83e16550a7a,2020-07-23 08:25:26,100.70.4.23,1,5688
982,4270175,3eeac83e16550a7a,2020-07-23 08:25:26,100.74.125.254,1,5689
984,4238749,583f08f9bbd8fb16,2020-07-11 08:25:14,100.102.38.149,1,5498
986,4066757,7894dd5143af64da,2020-07-09 21:45:11,100.66.228.27,1,3613
986,4066757,7894dd5143af64da,2020-07-09 21:45:11,100.73.125.253,1,3614
986,4066757,7894dd5143af64da,2020-07-09 21:45:11,100.74.59.112,1,3615
989,4273747,87bf9ddb79197d56,2020-07-25 16:51:47,100.123.218.52,1,3727
997,4116979,0e5839b2be1696a8,2020-07-13 09:35:18,100.104.142.166,1,2461
997,4116979,0e5839b2be1696a8,2020-07-13 09:35:18,100.110.159.123,1,2462
999,4055117,29e8b74c811e8fdd,2020-06-22 13:30:07,102.147.239.132,1,3941
1010,2072446,5f585d8004e8a26a,2020-06-06 09:25:19,100.71.107.139,1,1397
1015,4267340,7fe729253ff29a57,2020-07-20 18:20:15,100.65.62.170,1,544
1017,4268206,94ea832f6cbf855e,2020-07-21 12:00:14,100.68.52.126,1,4169
1020,4252674,75b1be471a8b1c35,2020-07-12 18:25:17,105.53.255.235,1,1997
1029,4240999,2efe222714bf10b4,2020-07-13 10:00:04,100.71.179.170,1,2197
1030,4272858,56a759d3cf49b9ab,2020-07-24 17:55:15,100.68.155.182,1,4092
1034,4188457,a127829fd297e667,2020-07-20 11:01:33,100.123.46.248,1,6144
1034,4188457,a127829fd297e667,2020-07-20 11:01:33,105.35.209.29,1,6145
1035,3569741,d426c0b1a63e7b42,2020-07-17 16:20:15,100.69.102.237,1,5952
1047,4082285,ffe1c6931076361f,2020-06-12 12:10:10,100.113.133.148,1,1584
1047,4082285,ffe1c6931076361f,2020-06-12 12:10:10,100.118.58.156,1,1585
1055,4004209,d387368c5d92420f,2020-07-09 10:35:29,100.99.78.28,1,821
1056,4244290,c6f4fa0aa884c40b,2020-07-07 11:55:10,105.36.203.78,1,5305
1066,4254585,0271156b2faa047c,2020-07-25 20:35:01,100.74.127.181,1,3326
1066,4254585,0271156b2faa047c,2020-07-25 20:35:01,100.104.59.157,1,3327
1074,4285465,c07dec1f43a48054,2020-08-02 12:45:14,100.64.227.54,1,1971
1075,4279573,9644df6e20f836ae,2020-07-29 09:55:05,100.117.33.226,1,950
1086,4254152,e2c74db0114b41ef,2020-07-15 07:05:04,100.89.25.33,1,7212
